method	dataset	sample_id	cancer	platform	sender_compartment	receiver_compartment	ligand	receptor	pathway	commot_mean_score	sender_spots	receiver_spots	distance_threshold_array_units
commot_pilot_v1	GSE283052	GSM8655167_P18	colorectal cancer	Visium	ambiguous_or_low_signal	tumor_like	HBEGF	EGFR	EGF/ERBB	4.587506243979164e-05	406	593	2.5
commot_pilot_v1	GSE283052	GSM8655167_P18	colorectal cancer	Visium	ambiguous_or_low_signal	stroma_fibroblast	HBEGF	EGFR	EGF/ERBB	3.4474772062764234e-05	406	615	2.5
commot_pilot_v1	GSE283052	GSM8655167_P18	colorectal cancer	Visium	ambiguous_or_low_signal	ambiguous_or_low_signal	HBEGF	EGFR	EGF/ERBB	0.0002904188400344253	406	406	2.5
commot_pilot_v1	GSE283052	GSM8655167_P18	colorectal cancer	Visium	tumor_like	tumor_like	COL1A1	ITGA2	ECM-integrin	0.0014570226818313072	593	593	2.5
commot_pilot_v1	GSE283052	GSM8655167_P18	colorectal cancer	Visium	tumor_like	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	1.5597263372551464e-06	593	615	2.5
commot_pilot_v1	GSE283052	GSM8655167_P18	colorectal cancer	Visium	tumor_like	ambiguous_or_low_signal	COL1A1	ITGA2	ECM-integrin	4.73577580414904e-06	593	406	2.5
commot_pilot_v1	GSE283052	GSM8655167_P18	colorectal cancer	Visium	immune	tumor_like	COL1A1	ITGA2	ECM-integrin	1.0274447005138237e-05	75	593	2.5
commot_pilot_v1	GSE283052	GSM8655167_P18	colorectal cancer	Visium	immune	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	1.4463729449169231e-08	75	615	2.5
commot_pilot_v1	GSE283052	GSM8655167_P18	colorectal cancer	Visium	immune	ambiguous_or_low_signal	COL1A1	ITGA2	ECM-integrin	1.5105040158176711e-05	75	406	2.5
commot_pilot_v1	GSE283052	GSM8655167_P18	colorectal cancer	Visium	stroma_fibroblast	tumor_like	COL1A1	ITGA2	ECM-integrin	1.249533998954374e-05	615	593	2.5
commot_pilot_v1	GSE283052	GSM8655167_P18	colorectal cancer	Visium	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.0008450209786395001	615	615	2.5
commot_pilot_v1	GSE283052	GSM8655167_P18	colorectal cancer	Visium	stroma_fibroblast	ambiguous_or_low_signal	COL1A1	ITGA2	ECM-integrin	1.678007701738592e-05	615	406	2.5
commot_pilot_v1	GSE283052	GSM8655167_P18	colorectal cancer	Visium	endothelial	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	3.799831273921269e-07	2	615	2.5
commot_pilot_v1	GSE283052	GSM8655167_P18	colorectal cancer	Visium	ambiguous_or_low_signal	tumor_like	COL1A1	ITGA2	ECM-integrin	1.5058635263058063e-05	406	593	2.5
commot_pilot_v1	GSE283052	GSM8655167_P18	colorectal cancer	Visium	ambiguous_or_low_signal	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	3.2920078446963713e-06	406	615	2.5
commot_pilot_v1	GSE283052	GSM8655167_P18	colorectal cancer	Visium	ambiguous_or_low_signal	ambiguous_or_low_signal	COL1A1	ITGA2	ECM-integrin	0.0010568689981900632	406	406	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	tumor_like	tumor_like	TGFB1	TGFBR1	TGFB	2.9562160900735934e-05	1567	1567	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	tumor_like	stroma_fibroblast	TGFB1	TGFBR1	TGFB	6.75277555619719e-06	1567	558	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	tumor_like	ambiguous_or_low_signal	TGFB1	TGFBR1	TGFB	1.0230515003855868e-05	1567	603	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	immune	immune	TGFB1	TGFBR1	TGFB	0.04879559392905029	7	7	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	stroma_fibroblast	tumor_like	TGFB1	TGFBR1	TGFB	2.1189017530179287e-05	558	1567	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	stroma_fibroblast	immune	TGFB1	TGFBR1	TGFB	0.00011389974932307459	558	7	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR1	TGFB	0.0006253293635829269	558	558	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	stroma_fibroblast	ambiguous_or_low_signal	TGFB1	TGFBR1	TGFB	7.948576739263772e-05	558	603	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	ambiguous_or_low_signal	tumor_like	TGFB1	TGFBR1	TGFB	1.8280200713175502e-05	603	1567	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	ambiguous_or_low_signal	immune	TGFB1	TGFBR1	TGFB	0.00017596777522795192	603	7	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	ambiguous_or_low_signal	stroma_fibroblast	TGFB1	TGFBR1	TGFB	4.88901679113939e-05	603	558	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	ambiguous_or_low_signal	ambiguous_or_low_signal	TGFB1	TGFBR1	TGFB	0.00019805652757411921	603	603	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	tumor_like	tumor_like	TGFB1	TGFBR2	TGFB	7.168754384277673e-05	1567	1567	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	tumor_like	stroma_fibroblast	TGFB1	TGFBR2	TGFB	6.7780575503916095e-06	1567	558	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	tumor_like	ambiguous_or_low_signal	TGFB1	TGFBR2	TGFB	1.0629058575302607e-05	1567	603	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	immune	tumor_like	TGFB1	TGFBR2	TGFB	4.9759238511630045e-05	7	1567	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	immune	immune	TGFB1	TGFBR2	TGFB	0.03908533374910174	7	7	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	immune	stroma_fibroblast	TGFB1	TGFBR2	TGFB	3.797526730950032e-07	7	558	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	immune	ambiguous_or_low_signal	TGFB1	TGFBR2	TGFB	0.0004738239527120459	7	603	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	stroma_fibroblast	tumor_like	TGFB1	TGFBR2	TGFB	3.597455396245878e-05	558	1567	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	stroma_fibroblast	immune	TGFB1	TGFBR2	TGFB	6.49464750744017e-06	558	7	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.0012622608122645328	558	558	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	stroma_fibroblast	ambiguous_or_low_signal	TGFB1	TGFBR2	TGFB	8.56300551440287e-05	558	603	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	ambiguous_or_low_signal	tumor_like	TGFB1	TGFBR2	TGFB	2.464603274046501e-05	603	1567	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	ambiguous_or_low_signal	immune	TGFB1	TGFBR2	TGFB	5.391713155903334e-06	603	7	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	ambiguous_or_low_signal	stroma_fibroblast	TGFB1	TGFBR2	TGFB	3.613342368114276e-05	603	558	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	ambiguous_or_low_signal	ambiguous_or_low_signal	TGFB1	TGFBR2	TGFB	0.00044773477692158764	603	603	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	tumor_like	tumor_like	CXCL12	CXCR4	CXCL chemokine	1.2355247995746807e-05	1567	1567	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	tumor_like	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	1.6659130378041644e-06	1567	558	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	tumor_like	ambiguous_or_low_signal	CXCL12	CXCR4	CXCL chemokine	2.334300072590096e-06	1567	603	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	immune	immune	CXCL12	CXCR4	CXCL chemokine	0.02039524503034599	7	7	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	immune	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	1.5783786380553973e-07	7	558	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	immune	ambiguous_or_low_signal	CXCL12	CXCR4	CXCL chemokine	3.90400782246091e-09	7	603	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	stroma_fibroblast	tumor_like	CXCL12	CXCR4	CXCL chemokine	1.8142695101683432e-06	558	1567	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	stroma_fibroblast	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.000250831570489382	558	558	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	stroma_fibroblast	ambiguous_or_low_signal	CXCL12	CXCR4	CXCL chemokine	1.5792325785131125e-05	558	603	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	ambiguous_or_low_signal	tumor_like	CXCL12	CXCR4	CXCL chemokine	4.4878311149681515e-06	603	1567	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	ambiguous_or_low_signal	immune	CXCL12	CXCR4	CXCL chemokine	1.4187456367054495e-07	603	7	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	ambiguous_or_low_signal	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	1.9408208334419714e-05	603	558	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	ambiguous_or_low_signal	ambiguous_or_low_signal	CXCL12	CXCR4	CXCL chemokine	6.388314796384778e-05	603	603	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	tumor_like	tumor_like	CXCL9	CXCR3	CXCL chemokine	6.0807599975072736e-06	1567	1567	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	tumor_like	stroma_fibroblast	CXCL9	CXCR3	CXCL chemokine	3.956939487353001e-06	1567	558	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	tumor_like	ambiguous_or_low_signal	CXCL9	CXCR3	CXCL chemokine	1.598732189383217e-06	1567	603	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	stroma_fibroblast	tumor_like	CXCL9	CXCR3	CXCL chemokine	3.0127531509496424e-06	558	1567	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	stroma_fibroblast	stroma_fibroblast	CXCL9	CXCR3	CXCL chemokine	5.075588524082364e-05	558	558	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	stroma_fibroblast	ambiguous_or_low_signal	CXCL9	CXCR3	CXCL chemokine	6.674841795883274e-06	558	603	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	ambiguous_or_low_signal	tumor_like	CXCL9	CXCR3	CXCL chemokine	4.66306376995263e-06	603	1567	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	ambiguous_or_low_signal	stroma_fibroblast	CXCL9	CXCR3	CXCL chemokine	5.1610289570296116e-06	603	558	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	ambiguous_or_low_signal	ambiguous_or_low_signal	CXCL9	CXCR3	CXCL chemokine	1.724864773873653e-05	603	603	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	tumor_like	tumor_like	CCL2	CCR2	CCL chemokine	1.2217525714837237e-06	1567	1567	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	tumor_like	ambiguous_or_low_signal	CCL2	CCR2	CCL chemokine	1.0583599609996333e-06	1567	603	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	stroma_fibroblast	stroma_fibroblast	CCL2	CCR2	CCL chemokine	2.2481725568787656e-05	558	558	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	stroma_fibroblast	ambiguous_or_low_signal	CCL2	CCR2	CCL chemokine	2.697712662154654e-10	558	603	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	ambiguous_or_low_signal	ambiguous_or_low_signal	CCL2	CCR2	CCL chemokine	2.7498324944499653e-06	603	603	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	tumor_like	tumor_like	VEGFA	KDR	VEGF	1.7481751519054924e-05	1567	1567	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	tumor_like	stroma_fibroblast	VEGFA	KDR	VEGF	6.352130246151952e-06	1567	558	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	tumor_like	ambiguous_or_low_signal	VEGFA	KDR	VEGF	5.356528182983769e-06	1567	603	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	stroma_fibroblast	tumor_like	VEGFA	KDR	VEGF	2.431356095166492e-07	558	1567	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	stroma_fibroblast	stroma_fibroblast	VEGFA	KDR	VEGF	0.000216586679291306	558	558	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	stroma_fibroblast	ambiguous_or_low_signal	VEGFA	KDR	VEGF	1.2142998736383216e-05	558	603	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	ambiguous_or_low_signal	tumor_like	VEGFA	KDR	VEGF	3.02799665908342e-06	603	1567	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	ambiguous_or_low_signal	stroma_fibroblast	VEGFA	KDR	VEGF	2.6773217044199913e-05	603	558	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	ambiguous_or_low_signal	ambiguous_or_low_signal	VEGFA	KDR	VEGF	7.110057178602497e-05	603	603	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	tumor_like	tumor_like	SPP1	CD44	SPP1	0.0001640111496045483	1567	1567	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	tumor_like	stroma_fibroblast	SPP1	CD44	SPP1	1.3344046695240073e-05	1567	558	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	tumor_like	ambiguous_or_low_signal	SPP1	CD44	SPP1	3.412968929323807e-05	1567	603	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	immune	tumor_like	SPP1	CD44	SPP1	1.470502432252084e-08	7	1567	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	immune	immune	SPP1	CD44	SPP1	0.017847455207651092	7	7	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	immune	ambiguous_or_low_signal	SPP1	CD44	SPP1	5.7724948287610744e-08	7	603	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	stroma_fibroblast	tumor_like	SPP1	CD44	SPP1	0.00010060759678051022	558	1567	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	stroma_fibroblast	immune	SPP1	CD44	SPP1	3.736515963475187e-07	558	7	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	stroma_fibroblast	stroma_fibroblast	SPP1	CD44	SPP1	0.002332489704843961	558	558	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	stroma_fibroblast	ambiguous_or_low_signal	SPP1	CD44	SPP1	0.00019194354963720638	558	603	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	ambiguous_or_low_signal	tumor_like	SPP1	CD44	SPP1	9.738340349180244e-05	603	1567	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	ambiguous_or_low_signal	immune	SPP1	CD44	SPP1	8.106132634237267e-05	603	7	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	ambiguous_or_low_signal	stroma_fibroblast	SPP1	CD44	SPP1	0.00010514363661748129	603	558	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	ambiguous_or_low_signal	ambiguous_or_low_signal	SPP1	CD44	SPP1	0.001147838538795088	603	603	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	tumor_like	tumor_like	SPP1	ITGAV	SPP1	9.42251248889476e-05	1567	1567	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	tumor_like	stroma_fibroblast	SPP1	ITGAV	SPP1	3.568887021755954e-05	1567	558	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	tumor_like	ambiguous_or_low_signal	SPP1	ITGAV	SPP1	2.4734459726007016e-05	1567	603	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	immune	tumor_like	SPP1	ITGAV	SPP1	6.322881116748113e-07	7	1567	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	immune	immune	SPP1	ITGAV	SPP1	0.01230082207760709	7	7	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	immune	ambiguous_or_low_signal	SPP1	ITGAV	SPP1	3.646976632034918e-06	7	603	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	stroma_fibroblast	tumor_like	SPP1	ITGAV	SPP1	4.6146650076536054e-05	558	1567	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	stroma_fibroblast	immune	SPP1	ITGAV	SPP1	8.333213541804802e-07	558	7	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	stroma_fibroblast	stroma_fibroblast	SPP1	ITGAV	SPP1	0.002171910298456848	558	558	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	stroma_fibroblast	ambiguous_or_low_signal	SPP1	ITGAV	SPP1	0.00012439982870487875	558	603	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	ambiguous_or_low_signal	tumor_like	SPP1	ITGAV	SPP1	5.835425098211118e-05	603	1567	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	ambiguous_or_low_signal	immune	SPP1	ITGAV	SPP1	0.00024045125226658786	603	7	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	ambiguous_or_low_signal	stroma_fibroblast	SPP1	ITGAV	SPP1	0.00015161520714965427	603	558	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	ambiguous_or_low_signal	ambiguous_or_low_signal	SPP1	ITGAV	SPP1	0.0006720548515855253	603	603	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	tumor_like	tumor_like	MIF	CD74	MIF	0.0015973619373404872	1567	1567	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	tumor_like	immune	MIF	CD74	MIF	0.00013362430006382176	1567	7	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	tumor_like	stroma_fibroblast	MIF	CD74	MIF	0.0002831093312013162	1567	558	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	tumor_like	ambiguous_or_low_signal	MIF	CD74	MIF	0.00011731631746798089	1567	603	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	immune	tumor_like	MIF	CD74	MIF	8.659325917119269e-08	7	1567	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	immune	immune	MIF	CD74	MIF	2.060448417498371	7	7	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	immune	stroma_fibroblast	MIF	CD74	MIF	3.336163456178463e-06	7	558	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	immune	ambiguous_or_low_signal	MIF	CD74	MIF	5.696907524337937e-06	7	603	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	stroma_fibroblast	tumor_like	MIF	CD74	MIF	1.8867280567483377e-05	558	1567	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	stroma_fibroblast	immune	MIF	CD74	MIF	3.5811091027812952e-06	558	7	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	stroma_fibroblast	stroma_fibroblast	MIF	CD74	MIF	0.01735900702510721	558	558	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	stroma_fibroblast	ambiguous_or_low_signal	MIF	CD74	MIF	0.00010525189085471047	558	603	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	ambiguous_or_low_signal	tumor_like	MIF	CD74	MIF	3.225717407349471e-05	603	1567	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	ambiguous_or_low_signal	immune	MIF	CD74	MIF	0.0010794564151202681	603	7	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	ambiguous_or_low_signal	stroma_fibroblast	MIF	CD74	MIF	0.0008672222871935869	603	558	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	ambiguous_or_low_signal	ambiguous_or_low_signal	MIF	CD74	MIF	0.006884045313000446	603	603	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	tumor_like	tumor_like	DLL4	NOTCH1	NOTCH	4.6053942229568187e-05	1567	1567	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	tumor_like	stroma_fibroblast	DLL4	NOTCH1	NOTCH	3.412533593060123e-07	1567	558	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	tumor_like	ambiguous_or_low_signal	DLL4	NOTCH1	NOTCH	3.827558959965419e-06	1567	603	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	immune	ambiguous_or_low_signal	DLL4	NOTCH1	NOTCH	0.00023691068467187866	7	603	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	stroma_fibroblast	tumor_like	DLL4	NOTCH1	NOTCH	7.098877801029653e-06	558	1567	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	stroma_fibroblast	stroma_fibroblast	DLL4	NOTCH1	NOTCH	0.0002517205642233218	558	558	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	stroma_fibroblast	ambiguous_or_low_signal	DLL4	NOTCH1	NOTCH	1.609669358178854e-05	558	603	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	ambiguous_or_low_signal	tumor_like	DLL4	NOTCH1	NOTCH	3.7267580046850923e-06	603	1567	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	ambiguous_or_low_signal	stroma_fibroblast	DLL4	NOTCH1	NOTCH	1.994804555404892e-05	603	558	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	ambiguous_or_low_signal	ambiguous_or_low_signal	DLL4	NOTCH1	NOTCH	0.00013686840522336404	603	603	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	tumor_like	tumor_like	JAG1	NOTCH2	NOTCH	0.00016554997067490425	1567	1567	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	tumor_like	stroma_fibroblast	JAG1	NOTCH2	NOTCH	1.9514776581752338e-05	1567	558	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	tumor_like	ambiguous_or_low_signal	JAG1	NOTCH2	NOTCH	1.704580292887023e-05	1567	603	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	immune	immune	JAG1	NOTCH2	NOTCH	0.020408163265306152	7	7	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	stroma_fibroblast	tumor_like	JAG1	NOTCH2	NOTCH	8.277078650817015e-06	558	1567	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	stroma_fibroblast	immune	JAG1	NOTCH2	NOTCH	7.443163544172394e-06	558	7	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	stroma_fibroblast	stroma_fibroblast	JAG1	NOTCH2	NOTCH	0.0009557812135639508	558	558	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	stroma_fibroblast	ambiguous_or_low_signal	JAG1	NOTCH2	NOTCH	4.857773022290737e-05	558	603	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	ambiguous_or_low_signal	tumor_like	JAG1	NOTCH2	NOTCH	1.1185107495726293e-05	603	1567	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	ambiguous_or_low_signal	stroma_fibroblast	JAG1	NOTCH2	NOTCH	5.293608952507244e-05	603	558	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	ambiguous_or_low_signal	ambiguous_or_low_signal	JAG1	NOTCH2	NOTCH	0.00043655670702620917	603	603	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	tumor_like	tumor_like	WNT5A	FZD5	WNT	8.228667245687351e-05	1567	1567	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	tumor_like	stroma_fibroblast	WNT5A	FZD5	WNT	1.579962479361094e-06	1567	558	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	tumor_like	ambiguous_or_low_signal	WNT5A	FZD5	WNT	1.0970735676549849e-05	1567	603	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	stroma_fibroblast	tumor_like	WNT5A	FZD5	WNT	5.94611986930252e-05	558	1567	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	stroma_fibroblast	stroma_fibroblast	WNT5A	FZD5	WNT	0.00045015758325832886	558	558	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	stroma_fibroblast	ambiguous_or_low_signal	WNT5A	FZD5	WNT	0.00017774931951895854	558	603	2.5
commot_pilot_v1	GSE283052	GSM8655168_P24	colorectal cancer	Visium	ambiguous_or_low_signal	tumor_like	WNT5A	FZD5	WNT	5.735908859071788e-05	603	1567	2.5
