dataset	sample_id	cancer	pathway	receiver_compartment	target_genes_in_panel	target_genes_detected	target_genes_detected_list	receiver_spots	receiver_target_mean	other_compartment_target_mean	receiver_target_enrichment	receiver_target_positive_spot_fraction	receiver_target_percentile	target_activation_support	matrix_rows	matrix_cols	matrix_nnz
GSE292299	GSM8855704_NSCLC_P2	NSCLC	NOTCH	tumor_like	7	7	HES1,HEY1,HEY2,NOTCH1,NOTCH2,DLL4,JAG1	732	1.2217018	0.7237247	1.6880753	0.71174863	1	1	18120	6907	24104220
GSE292299	GSM8855704_NSCLC_P2	NSCLC	NOTCH	immune	7	7	HES1,HEY1,HEY2,NOTCH1,NOTCH2,DLL4,JAG1	56	0.11734694	0.78188794	0.15008153	0.46428571	0.4	0	18120	6907	24104220
GSE292299	GSM8855704_NSCLC_P2	NSCLC	NOTCH	stroma_fibroblast	7	7	HES1,HEY1,HEY2,NOTCH1,NOTCH2,DLL4,JAG1	4784	0.66913521	1.0184375	0.65702137	0.69753344	0.6	0	18120	6907	24104220
GSE292299	GSM8855704_NSCLC_P2	NSCLC	NOTCH	endothelial	7	7	HES1,HEY1,HEY2,NOTCH1,NOTCH2,DLL4,JAG1	20	0.042857143	0.77863055	0.055041693	0.25	0.2	0	18120	6907	24104220
GSE292299	GSM8855704_NSCLC_P2	NSCLC	NOTCH	ambiguous_or_low_signal	7	7	HES1,HEY1,HEY2,NOTCH1,NOTCH2,DLL4,JAG1	1315	0.95850081	0.73370121	1.3063912	0.71634981	0.8	1	18120	6907	24104220
GSE292299	GSM8855704_NSCLC_P2	NSCLC	SPP1	tumor_like	6	6	SPP1,CD44,ITGAV,ITGB1,FN1,MMP9	732	12.727687	15.34332	0.82952626	0.93032787	0.6	0	18120	6907	24104220
GSE292299	GSM8855704_NSCLC_P2	NSCLC	SPP1	immune	6	6	SPP1,CD44,ITGAV,ITGB1,FN1,MMP9	56	4.1845238	15.155063	0.27611393	0.94642857	0.4	0	18120	6907	24104220
GSE292299	GSM8855704_NSCLC_P2	NSCLC	SPP1	stroma_fibroblast	6	6	SPP1,CD44,ITGAV,ITGB1,FN1,MMP9	4784	15.754843	13.514131	1.1658051	0.98996656	1	0	18120	6907	24104220
GSE292299	GSM8855704_NSCLC_P2	NSCLC	SPP1	endothelial	6	6	SPP1,CD44,ITGAV,ITGB1,FN1,MMP9	20	0.325	15.108925	0.021510465	0.65	0.2	0	18120	6907	24104220
GSE292299	GSM8855704_NSCLC_P2	NSCLC	SPP1	ambiguous_or_low_signal	6	6	SPP1,CD44,ITGAV,ITGB1,FN1,MMP9	1315	14.54981	15.18753	0.95801029	0.95893536	0.8	0	18120	6907	24104220
GSE292299	GSM8855704_NSCLC_P2	NSCLC	TGFB	tumor_like	8	7	SERPINE1,SMAD7,CCN2,COL1A1,COL1A2,FN1,ACTA2	732	5.234192	16.984662	0.3081717	0.91939891	0.6	0	18120	6907	24104220
GSE292299	GSM8855704_NSCLC_P2	NSCLC	TGFB	immune	8	7	SERPINE1,SMAD7,CCN2,COL1A1,COL1A2,FN1,ACTA2	56	0.6122449	15.863002	0.038595777	0.75	0.4	0	18120	6907	24104220
GSE292299	GSM8855704_NSCLC_P2	NSCLC	TGFB	stroma_fibroblast	8	7	SERPINE1,SMAD7,CCN2,COL1A1,COL1A2,FN1,ACTA2	4784	18.998895	8.3942534	2.2633216	0.99456522	1	1	18120	6907	24104220
GSE292299	GSM8855704_NSCLC_P2	NSCLC	TGFB	endothelial	8	7	SERPINE1,SMAD7,CCN2,COL1A1,COL1A2,FN1,ACTA2	20	0.16428571	15.784584	0.010407985	0.5	0.2	0	18120	6907	24104220
GSE292299	GSM8855704_NSCLC_P2	NSCLC	TGFB	ambiguous_or_low_signal	8	7	SERPINE1,SMAD7,CCN2,COL1A1,COL1A2,FN1,ACTA2	1315	10.609886	16.945586	0.62611504	0.94904943	0.8	0	18120	6907	24104220
GSE292299	GSM8855704_NSCLC_P2	NSCLC	VEGF	tumor_like	7	7	KDR,FLT1,VWF,PECAM1,PLVAP,ENG,ESAM	732	0.35909446	0.45075766	0.79664637	0.59562842	0.6	0	18120	6907	24104220
GSE292299	GSM8855704_NSCLC_P2	NSCLC	VEGF	immune	7	7	KDR,FLT1,VWF,PECAM1,PLVAP,ENG,ESAM	56	0.16071429	0.44333465	0.36251235	0.30357143	0.2	0	18120	6907	24104220
GSE292299	GSM8855704_NSCLC_P2	NSCLC	VEGF	stroma_fibroblast	7	7	KDR,FLT1,VWF,PECAM1,PLVAP,ENG,ESAM	4784	0.47028786	0.37514299	1.253623	0.6312709	1	1	18120	6907	24104220
GSE292299	GSM8855704_NSCLC_P2	NSCLC	VEGF	endothelial	7	7	KDR,FLT1,VWF,PECAM1,PLVAP,ENG,ESAM	20	0.27142857	0.44153581	0.61473739	0.9	0.4	0	18120	6907	24104220
GSE292299	GSM8855704_NSCLC_P2	NSCLC	VEGF	ambiguous_or_low_signal	7	7	KDR,FLT1,VWF,PECAM1,PLVAP,ENG,ESAM	1315	0.39478544	0.45192111	0.87357159	0.61140684	0.8	0	18120	6907	24104220
GSE292299	GSM8855704_NSCLC_P2	NSCLC	WNT	tumor_like	7	7	AXIN2,LEF1,TCF7,DKK1,FZD5,JUN,FOS	732	1.239071	0.70368999	1.7608195	0.76229508	1	1	18120	6907	24104220
GSE292299	GSM8855704_NSCLC_P2	NSCLC	WNT	immune	7	7	AXIN2,LEF1,TCF7,DKK1,FZD5,JUN,FOS	56	0.2755102	0.7643931	0.36043	0.46428571	0.4	0	18120	6907	24104220
GSE292299	GSM8855704_NSCLC_P2	NSCLC	WNT	stroma_fibroblast	7	7	AXIN2,LEF1,TCF7,DKK1,FZD5,JUN,FOS	4784	0.65154682	1.005787	0.64779804	0.76149666	0.6	0	18120	6907	24104220
GSE292299	GSM8855704_NSCLC_P2	NSCLC	WNT	endothelial	7	7	AXIN2,LEF1,TCF7,DKK1,FZD5,JUN,FOS	20	0.1	0.76234728	0.13117381	0.5	0.2	0	18120	6907	24104220
GSE292299	GSM8855704_NSCLC_P2	NSCLC	WNT	ambiguous_or_low_signal	7	7	AXIN2,LEF1,TCF7,DKK1,FZD5,JUN,FOS	1315	0.92080391	0.72271613	1.274088	0.74524715	0.8	1	18120	6907	24104220
GSE292299	GSM8855705_NSCLC_P3	NSCLC	CCL chemokine	tumor_like	6	6	CCL2,CCL3,CCL4,CCR2,LST1,IL1B	2366	0.28155819	0.29080781	0.96819333	0.63271344	0.8	0	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	CCL chemokine	immune	6	6	CCL2,CCL3,CCL4,CCR2,LST1,IL1B	424	0.25511006	0.29003511	0.87958338	0.61556604	0.4	0	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	CCL chemokine	stroma_fibroblast	6	6	CCL2,CCL3,CCL4,CCR2,LST1,IL1B	3253	0.2615022	0.30324584	0.86234392	0.6080541	0.6	0	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	CCL chemokine	endothelial	6	6	CCL2,CCL3,CCL4,CCR2,LST1,IL1B	12	0.069444444	0.28870545	0.24053736	0.16666667	0.2	0	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	CCL chemokine	ambiguous_or_low_signal	6	6	CCL2,CCL3,CCL4,CCR2,LST1,IL1B	3103	0.32726394	0.26851087	1.2188107	0.64904931	1	0	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	CXCL chemokine	tumor_like	7	7	CXCL9,CXCL10,CXCL11,CXCR3,CXCR4,ISG15,STAT1	2366	0.61466007	0.57876914	1.0620125	0.83516484	0.8	0	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	CXCL chemokine	immune	7	7	CXCL9,CXCL10,CXCL11,CXCR3,CXCR4,ISG15,STAT1	424	0.61051213	0.58695083	1.0401419	0.79009434	0.6	0	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	CXCL chemokine	stroma_fibroblast	7	7	CXCL9,CXCL10,CXCL11,CXCR3,CXCR4,ISG15,STAT1	3253	0.49176584	0.64107899	0.76709088	0.79711036	0.4	0	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	CXCL chemokine	endothelial	7	7	CXCL9,CXCL10,CXCL11,CXCR3,CXCR4,ISG15,STAT1	12	0.095238095	0.58868826	0.16178018	0.41666667	0.2	0	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	CXCL chemokine	ambiguous_or_low_signal	7	7	CXCL9,CXCL10,CXCL11,CXCR3,CXCR4,ISG15,STAT1	3103	0.6675107	0.54731627	1.2196069	0.83048663	1	0	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	ECM-integrin	tumor_like	9	9	COL1A1,COL1A2,COL3A1,FN1,ITGA2,ITGAV,ITGB1,ACTA2,TAGLN	2366	3.3156288	5.5218558	0.60045553	0.98436179	0.6	0	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	ECM-integrin	immune	9	9	COL1A1,COL1A2,COL3A1,FN1,ITGA2,ITGAV,ITGB1,ACTA2,TAGLN	424	1.7583857	5.1069002	0.34431566	0.96462264	0.4	0	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	ECM-integrin	stroma_fibroblast	9	9	COL1A1,COL1A2,COL3A1,FN1,ITGA2,ITGAV,ITGB1,ACTA2,TAGLN	3253	6.3781125	4.166168	1.5309302	0.99907777	1	1	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	ECM-integrin	endothelial	9	9	COL1A1,COL1A2,COL3A1,FN1,ITGA2,ITGAV,ITGB1,ACTA2,TAGLN	12	0.16666667	4.9581481	0.033614702	0.83333333	0.2	0	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	ECM-integrin	ambiguous_or_low_signal	9	9	COL1A1,COL1A2,COL3A1,FN1,ITGA2,ITGAV,ITGB1,ACTA2,TAGLN	3103	5.159165	4.8456372	1.0647031	0.99097647	0.8	0	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	EGF/ERBB	tumor_like	8	8	EGFR,EGR1,FOS,JUN,DUSP6,SPRY2,AREG,EREG	2366	1.7528529	0.92835321	1.8881315	0.9408284	1	1	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	EGF/ERBB	immune	8	8	EGFR,EGR1,FOS,JUN,DUSP6,SPRY2,AREG,EREG	424	0.5910967	1.1680788	0.50604181	0.87264151	0.4	0	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	EGF/ERBB	stroma_fibroblast	8	8	EGFR,EGR1,FOS,JUN,DUSP6,SPRY2,AREG,EREG	3253	0.83050261	1.3126164	0.63270777	0.85551798	0.6	0	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	EGF/ERBB	endothelial	8	8	EGFR,EGR1,FOS,JUN,DUSP6,SPRY2,AREG,EREG	12	0.16666667	1.1426443	0.1458605	0.41666667	0.2	0	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	EGF/ERBB	ambiguous_or_low_signal	8	8	EGFR,EGR1,FOS,JUN,DUSP6,SPRY2,AREG,EREG	3103	1.0799629	1.1728324	0.92081611	0.89816307	0.8	0	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	MIF	tumor_like	7	5	CD74,CXCR4,CXCR2,NFKBIA,IL1B	2366	3.1033812	3.1612191	0.98170394	0.94843618	0.6	0	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	MIF	immune	7	5	CD74,CXCR4,CXCR2,NFKBIA,IL1B	424	3.6646226	3.1211129	1.1741397	0.94339623	0.8	0	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	MIF	stroma_fibroblast	7	5	CD74,CXCR4,CXCR2,NFKBIA,IL1B	3253	2.4116815	3.5509568	0.67916386	0.92745158	0.4	0	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	MIF	endothelial	7	5	CD74,CXCR4,CXCR2,NFKBIA,IL1B	12	0.31666667	3.1499891	0.10052945	0.66666667	0.2	0	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	MIF	ambiguous_or_low_signal	7	5	CD74,CXCR4,CXCR2,NFKBIA,IL1B	3103	3.889204	2.7655491	1.4063044	0.95842733	1	1	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	NOTCH	tumor_like	7	7	HES1,HEY1,HEY2,NOTCH1,NOTCH2,DLL4,JAG1	2366	0.32302862	0.24770739	1.3040734	0.70667794	1	1	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	NOTCH	immune	7	7	HES1,HEY1,HEY2,NOTCH1,NOTCH2,DLL4,JAG1	424	0.19103774	0.27086264	0.70529379	0.55188679	0.4	0	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	NOTCH	stroma_fibroblast	7	7	HES1,HEY1,HEY2,NOTCH1,NOTCH2,DLL4,JAG1	3253	0.22124632	0.29246401	0.75649075	0.60866892	0.6	0	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	NOTCH	endothelial	7	7	HES1,HEY1,HEY2,NOTCH1,NOTCH2,DLL4,JAG1	12	0.071428571	0.2674237	0.26709889	0.41666667	0.2	0	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	NOTCH	ambiguous_or_low_signal	7	7	HES1,HEY1,HEY2,NOTCH1,NOTCH2,DLL4,JAG1	3103	0.28387275	0.25860564	1.0977052	0.67418627	0.8	0	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	SPP1	tumor_like	6	6	SPP1,CD44,ITGAV,ITGB1,FN1,MMP9	2366	4.9709073	4.0881675	1.2159256	0.98478445	1	0	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	SPP1	immune	6	6	SPP1,CD44,ITGAV,ITGB1,FN1,MMP9	424	2.6674528	4.3962675	0.60675399	0.96226415	0.4	0	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	SPP1	stroma_fibroblast	6	6	SPP1,CD44,ITGAV,ITGB1,FN1,MMP9	3253	3.6830106	4.6650579	0.78948872	0.97755918	0.6	0	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	SPP1	endothelial	6	6	SPP1,CD44,ITGAV,ITGB1,FN1,MMP9	12	0.52777778	4.3211969	0.12213694	0.91666667	0.2	0	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	SPP1	ambiguous_or_low_signal	6	6	SPP1,CD44,ITGAV,ITGB1,FN1,MMP9	3103	4.7208078	4.1088907	1.1489251	0.98163068	0.8	0	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	TGFB	tumor_like	8	7	SERPINE1,SMAD7,CCN2,COL1A1,COL1A2,FN1,ACTA2	2366	2.9518174	4.9325257	0.59843934	0.97421809	0.6	0	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	TGFB	immune	8	7	SERPINE1,SMAD7,CCN2,COL1A1,COL1A2,FN1,ACTA2	424	1.7503369	4.5504433	0.38465196	0.93867925	0.4	0	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	TGFB	stroma_fibroblast	8	7	SERPINE1,SMAD7,CCN2,COL1A1,COL1A2,FN1,ACTA2	3253	5.583681	3.7801863	1.4770915	0.99477405	1	1	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	TGFB	endothelial	8	7	SERPINE1,SMAD7,CCN2,COL1A1,COL1A2,FN1,ACTA2	12	0.14285714	4.4264159	0.032273773	0.58333333	0.2	0	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	TGFB	ambiguous_or_low_signal	8	7	SERPINE1,SMAD7,CCN2,COL1A1,COL1A2,FN1,ACTA2	3103	4.7032365	4.2760646	1.0998984	0.9803416	0.8	0	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	VEGF	tumor_like	7	7	KDR,FLT1,VWF,PECAM1,PLVAP,ENG,ESAM	2366	0.38153605	0.47318274	0.80631861	0.72442942	0.4	0	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	VEGF	immune	7	7	KDR,FLT1,VWF,PECAM1,PLVAP,ENG,ESAM	424	0.41442049	0.45120874	0.91846733	0.68396226	0.6	0	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	VEGF	stroma_fibroblast	7	7	KDR,FLT1,VWF,PECAM1,PLVAP,ENG,ESAM	3253	0.43753019	0.45610258	0.95928025	0.73347679	0.8	0	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	VEGF	endothelial	7	7	KDR,FLT1,VWF,PECAM1,PLVAP,ENG,ESAM	12	0.25	0.44976727	0.55584303	0.83333333	0.2	0	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	VEGF	ambiguous_or_low_signal	7	7	KDR,FLT1,VWF,PECAM1,PLVAP,ENG,ESAM	3103	0.51945122	0.41366049	1.2557429	0.75765388	1	1	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	WNT	tumor_like	7	7	AXIN2,LEF1,TCF7,DKK1,FZD5,JUN,FOS	2366	1.3866683	0.82881121	1.673081	0.91631445	1	1	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	WNT	immune	7	7	AXIN2,LEF1,TCF7,DKK1,FZD5,JUN,FOS	424	0.63746631	0.98922111	0.64441236	0.83962264	0.4	0	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	WNT	stroma_fibroblast	7	7	AXIN2,LEF1,TCF7,DKK1,FZD5,JUN,FOS	3253	0.7496377	1.0959477	0.68400861	0.81524746	0.6	0	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	WNT	endothelial	7	7	AXIN2,LEF1,TCF7,DKK1,FZD5,JUN,FOS	12	0.22619048	0.97391522	0.23224863	0.41666667	0.2	0	18120	9158	25236279
GSE292299	GSM8855705_NSCLC_P3	NSCLC	WNT	ambiguous_or_low_signal	7	7	AXIN2,LEF1,TCF7,DKK1,FZD5,JUN,FOS	3103	0.9402882	0.98966616	0.95010645	0.866903	0.8	0	18120	9158	25236279
GSE292299	GSM8855706_NSCLC_P4	NSCLC	CCL chemokine	tumor_like	6	6	CCL2,CCL3,CCL4,CCR2,LST1,IL1B	4184	0.12472116	0.13584646	0.91810385	0.43355641	0.8	0	18120	9516	21881344
GSE292299	GSM8855706_NSCLC_P4	NSCLC	CCL chemokine	immune	6	6	CCL2,CCL3,CCL4,CCR2,LST1,IL1B	765	0.29825708	0.11632956	2.5638975	0.61960784	1	1	18120	9516	21881344
GSE292299	GSM8855706_NSCLC_P4	NSCLC	CCL chemokine	stroma_fibroblast	6	6	CCL2,CCL3,CCL4,CCR2,LST1,IL1B	2000	0.10191667	0.13868192	0.73489511	0.387	0.4	0	18120	9516	21881344
GSE292299	GSM8855706_NSCLC_P4	NSCLC	CCL chemokine	endothelial	6	6	CCL2,CCL3,CCL4,CCR2,LST1,IL1B	142	0.073943662	0.13181851	0.56095055	0.35211268	0.2	0	18120	9516	21881344
GSE292299	GSM8855706_NSCLC_P4	NSCLC	CCL chemokine	ambiguous_or_low_signal	6	6	CCL2,CCL3,CCL4,CCR2,LST1,IL1B	2425	0.11621993	0.13599398	0.85459613	0.40701031	0.6	0	18120	9516	21881344
GSE292299	GSM8855706_NSCLC_P4	NSCLC	CXCL chemokine	tumor_like	7	7	CXCL9,CXCL10,CXCL11,CXCR3,CXCR4,ISG15,STAT1	4184	0.63121415	0.35191834	1.7936381	0.72108031	1	1	18120	9516	21881344
GSE292299	GSM8855706_NSCLC_P4	NSCLC	CXCL chemokine	immune	7	7	CXCL9,CXCL10,CXCL11,CXCR3,CXCR4,ISG15,STAT1	765	0.49000934	0.47338263	1.0351232	0.69281046	0.8	0	18120	9516	21881344
GSE292299	GSM8855706_NSCLC_P4	NSCLC	CXCL chemokine	stroma_fibroblast	7	7	CXCL9,CXCL10,CXCL11,CXCR3,CXCR4,ISG15,STAT1	2000	0.33385714	0.51220254	0.65180689	0.622	0.4	0	18120	9516	21881344
GSE292299	GSM8855706_NSCLC_P4	NSCLC	CXCL chemokine	endothelial	7	7	CXCL9,CXCL10,CXCL11,CXCR3,CXCR4,ISG15,STAT1	142	0.099597586	0.48040172	0.20732146	0.3943662	0.2	0	18120	9516	21881344
GSE292299	GSM8855706_NSCLC_P4	NSCLC	CXCL chemokine	ambiguous_or_low_signal	7	7	CXCL9,CXCL10,CXCL11,CXCR3,CXCR4,ISG15,STAT1	2425	0.33802651	0.52146584	0.64822369	0.59876289	0.6	0	18120	9516	21881344
GSE292299	GSM8855706_NSCLC_P4	NSCLC	ECM-integrin	tumor_like	9	9	COL1A1,COL1A2,COL3A1,FN1,ITGA2,ITGAV,ITGB1,ACTA2,TAGLN	4184	1.0022838	2.7229099	0.36809291	0.83245698	0.6	0	18120	9516	21881344
GSE292299	GSM8855706_NSCLC_P4	NSCLC	ECM-integrin	immune	9	9	COL1A1,COL1A2,COL3A1,FN1,ITGA2,ITGAV,ITGB1,ACTA2,TAGLN	765	0.3382716	2.1087114	0.16041627	0.72941176	0.4	0	18120	9516	21881344
GSE292299	GSM8855706_NSCLC_P4	NSCLC	ECM-integrin	stroma_fibroblast	9	9	COL1A1,COL1A2,COL3A1,FN1,ITGA2,ITGAV,ITGB1,ACTA2,TAGLN	2000	5.5801111	1.004775	5.5535927	0.9655	1	1	18120	9516	21881344
GSE292299	GSM8855706_NSCLC_P4	NSCLC	ECM-integrin	endothelial	9	9	COL1A1,COL1A2,COL3A1,FN1,ITGA2,ITGAV,ITGB1,ACTA2,TAGLN	142	0.21752739	1.9928763	0.10915248	0.64084507	0.2	0	18120	9516	21881344
GSE292299	GSM8855706_NSCLC_P4	NSCLC	ECM-integrin	ambiguous_or_low_signal	9	9	COL1A1,COL1A2,COL3A1,FN1,ITGA2,ITGAV,ITGB1,ACTA2,TAGLN	2425	1.2654296	2.2060985	0.57360519	0.8371134	0.8	0	18120	9516	21881344
GSE292299	GSM8855706_NSCLC_P4	NSCLC	EGF/ERBB	tumor_like	8	8	EGFR,EGR1,FOS,JUN,DUSP6,SPRY2,AREG,EREG	4184	1.3948375	0.70843492	1.9688999	0.83723709	1	1	18120	9516	21881344
GSE292299	GSM8855706_NSCLC_P4	NSCLC	EGF/ERBB	immune	8	8	EGFR,EGR1,FOS,JUN,DUSP6,SPRY2,AREG,EREG	765	0.64869281	1.0418381	0.62264264	0.80915033	0.4	0	18120	9516	21881344
GSE292299	GSM8855706_NSCLC_P4	NSCLC	EGF/ERBB	stroma_fibroblast	8	8	EGFR,EGR1,FOS,JUN,DUSP6,SPRY2,AREG,EREG	2000	0.8323125	1.0575772	0.78699931	0.7805	0.8	0	18120	9516	21881344
GSE292299	GSM8855706_NSCLC_P4	NSCLC	EGF/ERBB	endothelial	8	8	EGFR,EGR1,FOS,JUN,DUSP6,SPRY2,AREG,EREG	142	0.20598592	1.0224157	0.20146982	0.64788732	0.2	0	18120	9516	21881344
GSE292299	GSM8855706_NSCLC_P4	NSCLC	EGF/ERBB	ambiguous_or_low_signal	8	8	EGFR,EGR1,FOS,JUN,DUSP6,SPRY2,AREG,EREG	2425	0.65453608	1.1318749	0.57827599	0.75917526	0.6	0	18120	9516	21881344
GSE292299	GSM8855706_NSCLC_P4	NSCLC	MIF	tumor_like	7	5	CD74,CXCR4,CXCR2,NFKBIA,IL1B	4184	3.3197419	1.5723931	2.1112671	0.83795411	1	1	18120	9516	21881344
GSE292299	GSM8855706_NSCLC_P4	NSCLC	MIF	immune	7	5	CD74,CXCR4,CXCR2,NFKBIA,IL1B	765	1.9762092	2.3725289	0.83295474	0.80392157	0.8	0	18120	9516	21881344
GSE292299	GSM8855706_NSCLC_P4	NSCLC	MIF	stroma_fibroblast	7	5	CD74,CXCR4,CXCR2,NFKBIA,IL1B	2000	1.5545	2.549867	0.60963965	0.7695	0.6	0	18120	9516	21881344
GSE292299	GSM8855706_NSCLC_P4	NSCLC	MIF	endothelial	7	5	CD74,CXCR4,CXCR2,NFKBIA,IL1B	142	0.26197183	2.372157	0.11043613	0.51408451	0.2	0	18120	9516	21881344
GSE292299	GSM8855706_NSCLC_P4	NSCLC	MIF	ambiguous_or_low_signal	7	5	CD74,CXCR4,CXCR2,NFKBIA,IL1B	2425	1.5364948	2.6156819	0.58741656	0.73979381	0.4	0	18120	9516	21881344
GSE292299	GSM8855706_NSCLC_P4	NSCLC	NOTCH	tumor_like	7	7	HES1,HEY1,HEY2,NOTCH1,NOTCH2,DLL4,JAG1	4184	0.31087818	0.18071482	1.7202694	0.62691205	1	1	18120	9516	21881344
GSE292299	GSM8855706_NSCLC_P4	NSCLC	NOTCH	immune	7	7	HES1,HEY1,HEY2,NOTCH1,NOTCH2,DLL4,JAG1	765	0.10438842	0.24962045	0.41818858	0.45882353	0.4	0	18120	9516	21881344
GSE292299	GSM8855706_NSCLC_P4	NSCLC	NOTCH	stroma_fibroblast	7	7	HES1,HEY1,HEY2,NOTCH1,NOTCH2,DLL4,JAG1	2000	0.22485714	0.24142781	0.93136388	0.5705	0.8	0	18120	9516	21881344
GSE292299	GSM8855706_NSCLC_P4	NSCLC	NOTCH	endothelial	7	7	HES1,HEY1,HEY2,NOTCH1,NOTCH2,DLL4,JAG1	142	0.078470825	0.24036088	0.32647087	0.37323944	0.2	0	18120	9516	21881344
GSE292299	GSM8855706_NSCLC_P4	NSCLC	NOTCH	ambiguous_or_low_signal	7	7	HES1,HEY1,HEY2,NOTCH1,NOTCH2,DLL4,JAG1	2425	0.17437408	0.25968532	0.67148225	0.49072165	0.6	0	18120	9516	21881344
GSE292299	GSM8855706_NSCLC_P4	NSCLC	SPP1	tumor_like	6	6	SPP1,CD44,ITGAV,ITGB1,FN1,MMP9	4184	2.7779238	3.2466867	0.85561809	0.90654876	0.8	0	18120	9516	21881344
GSE292299	GSM8855706_NSCLC_P4	NSCLC	SPP1	immune	6	6	SPP1,CD44,ITGAV,ITGB1,FN1,MMP9	765	8.3237473	2.5787339	3.2278427	0.89934641	1	1	18120	9516	21881344
GSE292299	GSM8855706_NSCLC_P4	NSCLC	SPP1	stroma_fibroblast	6	6	SPP1,CD44,ITGAV,ITGB1,FN1,MMP9	2000	2.3760833	3.2174029	0.73850973	0.87	0.4	0	18120	9516	21881344
GSE292299	GSM8855706_NSCLC_P4	NSCLC	SPP1	endothelial	6	6	SPP1,CD44,ITGAV,ITGB1,FN1,MMP9	142	0.54694836	3.078355	0.17767553	0.66901408	0.2	0	18120	9516	21881344
GSE292299	GSM8855706_NSCLC_P4	NSCLC	SPP1	ambiguous_or_low_signal	6	6	SPP1,CD44,ITGAV,ITGB1,FN1,MMP9	2425	2.5211684	3.2182109	0.78340683	0.8371134	0.6	0	18120	9516	21881344
GSE292299	GSM8855706_NSCLC_P4	NSCLC	TGFB	tumor_like	8	7	SERPINE1,SMAD7,CCN2,COL1A1,COL1A2,FN1,ACTA2	4184	0.98617181	2.3758172	0.41508742	0.78107075	0.6	0	18120	9516	21881344
GSE292299	GSM8855706_NSCLC_P4	NSCLC	TGFB	immune	8	7	SERPINE1,SMAD7,CCN2,COL1A1,COL1A2,FN1,ACTA2	765	0.33613445	1.8897106	0.17787616	0.67058824	0.4	0	18120	9516	21881344
