dataset	sample_id	cancer	method	sender_compartment	receiver_compartment	ligand	receptor	pathway	ligand_mean_sender	receptor_mean_receiver	ligand_pct_sender	receptor_pct_receiver	adjacency_pairs	pilot_score	annotation_method	notes	null_model	fake_draws_requested	fake_draws_used	null_mean_score	null_ge_observed_n	empirical_p_ge	observed_to_null_mean_ratio	fake_pair_examples
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	SPP1	CD44	SPP1	12.948866	3.7412237	0.88912792	0.77983952	719	318.72923	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	164.07046	19	0.1980198	1.9426363	MIF-CXCR4;CXCL9-ITGA2;MIF-TGFBR2;CXCL9-TGFBR1;CXCL9-ITGA2
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	tumor_like	endothelial	SPP1	CD44	SPP1	12.948866	0.2826087	0.88912792	0.26086957	70	15.599116	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	10.778813	24	0.24752475	1.4472017	TGFB1-ITGAV;COL1A1-EGFR;CXCL9-TGFBR1;TGFB1-EGFR;MIF-CXCR4
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	immune	tumor_like	SPP1	CD44	SPP1	11.303571	3.1484362	0.69642857	0.789674	273	199.76322	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	21.998155	0	0.0099009901	9.0809077	COL1A1-ITGAV;MIF-ITGA2;CXCL9-NOTCH2;CCL2-NOTCH2;VEGFA-EGFR
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	immune	immune	SPP1	CD44	SPP1	11.303571	2.077381	0.69642857	0.43452381	146	117.18446	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	7.3633706	0	0.0099009901	15.914513	MIF-ITGAV;VEGFA-TGFBR1;VEGFA-ITGA2;CCL2-TGFBR2;VEGFA-CXCR4
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	SPP1	CD44	SPP1	11.303571	3.7412237	0.69642857	0.77983952	98	194.32389	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	16.600295	0	0.0099009901	11.706051	CXCL9-ITGA2;COL1A1-TGFBR1;MIF-TGFBR2;MIF-CXCR4;CCL2-ITGAV
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	immune	endothelial	SPP1	CD44	SPP1	11.303571	0.2826087	0.69642857	0.26086957	11	7.9380034	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.97986608	0	0.0099009901	8.1011105	CCL2-TGFBR2;CXCL9-ITGAV;VEGFA-ITGAV;CXCL9-CXCR4;COL1A1-TGFBR2
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	SPP1	CD44	SPP1	10.672016	3.1484362	0.82146439	0.789674	719	221.0639	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	37.751976	0	0.0099009901	5.8556909	CCL2-KDR;CXCL12-NOTCH2;MIF-ITGAV;VEGFA-ITGAV;CXCL12-ITGAV
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	immune	SPP1	CD44	SPP1	10.672016	2.077381	0.82146439	0.43452381	98	101.87309	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	10.038198	0	0.0099009901	10.148544	CCL2-TGFBR2;CXCL9-ITGA2;VEGFA-TGFBR2;CXCL12-ITGAV;VEGFA-TGFBR2
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	SPP1	CD44	SPP1	10.672016	3.7412237	0.82146439	0.77983952	8456	361.04444	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	32.770028	0	0.0099009901	11.01752	CXCL12-ITGAV;MIF-TGFBR2;CCL2-TGFBR1;CXCL12-TGFBR1;CXCL12-TGFBR1
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	endothelial	SPP1	CD44	SPP1	10.672016	0.2826087	0.82146439	0.26086957	48	11.737748	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	2.2150361	0	0.0099009901	5.2991226	CXCL9-ITGAV;CXCL9-TGFBR2;CCL2-TGFBR2;CXCL12-TGFBR1;CXCL9-CXCR4
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	endothelial	tumor_like	SPP1	CD44	SPP1	0.93478261	3.1484362	0.39130435	0.789674	70	12.545508	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	2.8045013	0	0.0099009901	4.4733472	HBEGF-ITGAV;HBEGF-ITGA2;CCL2-EGFR;CXCL12-EGFR;CXCL12-NOTCH2
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	endothelial	immune	SPP1	CD44	SPP1	0.93478261	2.077381	0.39130435	0.43452381	11	4.8254392	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.69169023	0	0.0099009901	6.9763009	HBEGF-TGFBR1;CCL2-ITGAV;MIF-TGFBR2;MIF-ITGAV;HBEGF-ITGAV
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	endothelial	stroma_fibroblast	SPP1	CD44	SPP1	0.93478261	3.7412237	0.39130435	0.77983952	48	13.610594	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	2.068907	0	0.0099009901	6.5786399	JAG1-TGFBR2;MIF-ITGAV;JAG1-CXCR4;MIF-ITGA2;JAG1-TGFBR1
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	endothelial	endothelial	SPP1	CD44	SPP1	0.93478261	0.2826087	0.39130435	0.26086957	32	0.9236993	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.22785133	0	0.0099009901	4.0539561	CXCL12-ITGAV;CXCL12-TGFBR1;CXCL12-EGFR;CXCL12-TGFBR1;HBEGF-TGFBR2
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	tumor_like	tumor_like	SPP1	ITGAV	SPP1	12.948866	2.5508853	0.88912792	0.76700314	30654	341.22919	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	274.92367	36	0.36633663	1.2411779	VEGFA-ITGA2;VEGFA-CD44;TGFB1-KDR;CXCL9-CD44;COL1A1-NOTCH2
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	tumor_like	immune	SPP1	ITGAV	SPP1	12.948866	1.0892857	0.88912792	0.41071429	273	79.173258	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	61.062021	31	0.31683168	1.296604	VEGFA-NOTCH2;COL1A1-CXCR4;VEGFA-TGFBR2;VEGFA-CXCR4;VEGFA-TGFBR2
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	SPP1	ITGAV	SPP1	12.948866	1.6609829	0.88912792	0.63189569	719	141.50552	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	74.486297	18	0.18811881	1.8997524	MIF-TGFBR2;MIF-NOTCH2;VEGFA-ITGA2;CXCL9-NOTCH2;COL1A1-TGFBR2
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	tumor_like	endothelial	SPP1	ITGAV	SPP1	12.948866	0.32608696	0.88912792	0.19565217	70	17.99898	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	9.2587337	14	0.14851485	1.9440002	COL1A1-EGFR;COL1A1-TGFBR1;COL1A1-CD44;TGFB1-CD44;TGFB1-CXCR4
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	immune	tumor_like	SPP1	ITGAV	SPP1	11.303571	2.5508853	0.69642857	0.76700314	273	161.84958	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	22.746746	0	0.0099009901	7.115285	CCL2-NOTCH2;CCL2-NOTCH2;CXCL9-KDR;MIF-NOTCH2;COL1A1-EGFR
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	immune	immune	SPP1	ITGAV	SPP1	11.303571	1.0892857	0.69642857	0.41071429	146	61.446293	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	6.8486934	0	0.0099009901	8.9719732	CCL2-ITGA2;CCL2-TGFBR2;VEGFA-NOTCH2;VEGFA-NOTCH2;CXCL9-NOTCH2
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	SPP1	ITGAV	SPP1	11.303571	1.6609829	0.69642857	0.63189569	98	86.273556	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	7.623152	0	0.0099009901	11.317308	COL1A1-NOTCH1;COL1A1-TGFBR1;CCL2-NOTCH2;CCL2-TGFBR1;MIF-ITGA2
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	immune	endothelial	SPP1	ITGAV	SPP1	11.303571	0.32608696	0.69642857	0.19565217	11	9.1592347	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.9977569	0	0.0099009901	9.179826	COL1A1-TGFBR1;CCL2-CXCR4;MIF-TGFBR2;MIF-CXCR4;VEGFA-CD44
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	SPP1	ITGAV	SPP1	10.672016	2.5508853	0.82146439	0.76700314	719	179.10754	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	36.737926	0	0.0099009901	4.8752763	CCL2-NOTCH2;VEGFA-CD44;CXCL12-ITGA2;CXCL9-KDR;CXCL12-EGFR
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	immune	SPP1	ITGAV	SPP1	10.672016	1.0892857	0.82146439	0.41071429	98	53.417692	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	7.4541382	0	0.0099009901	7.1661794	MIF-TGFBR1;CCL2-CXCR4;CCL2-TGFBR1;CXCL9-TGFBR2;VEGFA-ITGA2
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	SPP1	ITGAV	SPP1	10.672016	1.6609829	0.82146439	0.63189569	8456	160.29211	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	24.835671	0	0.0099009901	6.4541082	CXCL12-TGFBR2;CXCL9-ITGA2;CCL2-NOTCH2;VEGFA-ITGA2;MIF-ITGA2
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	endothelial	SPP1	ITGAV	SPP1	10.672016	0.32608696	0.82146439	0.19565217	48	13.543555	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	1.9234585	0	0.0099009901	7.0412515	VEGFA-CD44;VEGFA-EGFR;CXCL12-CD44;CCL2-TGFBR2;CXCL9-CXCR4
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	endothelial	tumor_like	SPP1	ITGAV	SPP1	0.93478261	2.5508853	0.39130435	0.76700314	70	10.164459	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	3.0454263	0	0.0099009901	3.3376145	CCL2-EGFR;MIF-CD44;MIF-NOTCH2;MIF-CD44;CCL2-ITGA2
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	endothelial	immune	SPP1	ITGAV	SPP1	0.93478261	1.0892857	0.39130435	0.41071429	11	2.5302446	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.6726097	0	0.0099009901	3.7618318	JAG1-TGFBR2;JAG1-CXCR4;CXCL12-NOTCH2;HBEGF-NOTCH2;HBEGF-ITGA2
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	endothelial	stroma_fibroblast	SPP1	ITGAV	SPP1	0.93478261	1.6609829	0.39130435	0.63189569	48	6.0426658	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	1.1022192	0	0.0099009901	5.4822722	JAG1-TGFBR2;JAG1-TGFBR1;JAG1-ITGA2;CXCL12-TGFBR2;CXCL12-NOTCH1
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	endothelial	endothelial	SPP1	ITGAV	SPP1	0.93478261	0.32608696	0.39130435	0.19565217	32	1.0658069	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.23462623	0	0.0099009901	4.5425735	MIF-CXCR4;CXCL12-CD44;MIF-EGFR;JAG1-CD44;JAG1-TGFBR2
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	tumor_like	tumor_like	MIF	CD74	MIF	25.19444	16.603343	0.92851233	0.94803905	30654	4321.3926	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	312.25238	0	0.0099009901	13.839422	COL1A1-KDR;CXCL9-ITGA2;CXCL9-ITGA2;SPP1-ITGA2;SPP1-ITGA2
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	tumor_like	immune	MIF	CD74	MIF	25.19444	26.446429	0.92851233	0.79761905	273	3740.0438	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	43.907024	0	0.0099009901	85.18099	VEGFA-ITGAV;TGFB1-CD44;SPP1-TGFBR1;COL1A1-TGFBR1;TGFB1-CXCR4
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	MIF	CD74	MIF	25.19444	41.2332	0.92851233	0.94784353	719	6834.8378	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	123.06035	0	0.0099009901	55.540536	TGFB1-CD44;TGFB1-ITGAV;VEGFA-CXCR4;SPP1-TGFBR1;SPP1-TGFBR1
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	tumor_like	endothelial	MIF	CD74	MIF	25.19444	4.1086957	0.92851233	0.80434783	70	441.25679	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	7.4453981	0	0.0099009901	59.265708	TGFB1-EGFR;CXCL9-ITGAV;VEGFA-CD44;COL1A1-TGFBR2;VEGFA-CD44
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	immune	tumor_like	MIF	CD74	MIF	2.6547619	16.603343	0.47619048	0.94803905	273	247.41502	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	28.569951	0	0.0099009901	8.6599737	CCL2-CD44;VEGFA-CD44;HBEGF-TGFBR2;CXCL9-TGFBR2;COL1A1-CD44
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	immune	immune	MIF	CD74	MIF	2.6547619	26.446429	0.47619048	0.79761905	146	350.37314	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	6.941417	0	0.0099009901	50.475737	HBEGF-TGFBR2;COL1A1-CD44;COL1A1-ITGAV;HBEGF-TGFBR2;COL1A1-ITGAV
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	MIF	CD74	MIF	2.6547619	41.2332	0.47619048	0.94784353	98	503.0017	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	13.668864	0	0.0099009901	36.799087	VEGFA-CXCR4;CXCL9-ITGAV;CXCL9-ITGAV;CXCL9-TGFBR2;HBEGF-TGFBR2
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	immune	endothelial	MIF	CD74	MIF	2.6547619	4.1086957	0.47619048	0.80434783	11	27.104389	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.7274815	0	0.0099009901	37.257839	VEGFA-TGFBR2;VEGFA-CD44;COL1A1-TGFBR1;HBEGF-CD44;CXCL9-EGFR
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	MIF	CD74	MIF	3.8084253	16.603343	0.76328987	0.94803905	719	416.02309	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	44.325744	0	0.0099009901	9.3855862	VEGFA-CD44;CCL2-CD44;VEGFA-CD44;JAG1-ITGA2;CXCL12-TGFBR2
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	immune	MIF	CD74	MIF	3.8084253	26.446429	0.76328987	0.79761905	98	462.81701	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	9.2339083	0	0.0099009901	50.121465	CXCL12-TGFBR2;CXCL9-TGFBR2;CCL2-CD44;CCL2-TGFBR2;CXCL9-ITGAV
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	MIF	CD74	MIF	3.8084253	41.2332	0.76328987	0.94784353	8456	1420.0152	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	37.403157	0	0.0099009901	37.965117	CCL2-CXCR4;CXCL12-TGFBR2;CCL2-CXCR4;CXCL12-TGFBR2;VEGFA-TGFBR1
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	endothelial	MIF	CD74	MIF	3.8084253	4.1086957	0.76328987	0.80434783	48	60.897882	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	1.7016849	0	0.0099009901	35.786814	CXCL9-CD44;JAG1-TGFBR2;VEGFA-TGFBR2;VEGFA-TGFBR1;CCL2-EGFR
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	endothelial	tumor_like	MIF	CD74	MIF	0.52173913	16.603343	0.39130435	0.94803905	70	36.925949	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	6.7054256	0	0.0099009901	5.5068762	JAG1-TGFBR2;HBEGF-ITGA2;JAG1-TGFBR2;CCL2-CD44;CCL2-KDR
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	endothelial	immune	MIF	CD74	MIF	0.52173913	26.446429	0.39130435	0.79761905	11	34.287082	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.80653678	0	0.0099009901	42.511492	JAG1-CD44;CCL2-CXCR4;JAG1-TGFBR1;JAG1-TGFBR2;HBEGF-ITGAV
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	endothelial	stroma_fibroblast	MIF	CD74	MIF	0.52173913	41.2332	0.39130435	0.94784353	48	83.724628	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	3.1413694	0	0.0099009901	26.652271	CCL2-TGFBR1;CCL2-CD44;CCL2-TGFBR1;CCL2-CXCR4;JAG1-CD44
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	endothelial	endothelial	MIF	CD74	MIF	0.52173913	4.1086957	0.39130435	0.80434783	32	7.4953489	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.2218696	0	0.0099009901	33.782677	CXCL12-CD44;CCL2-ITGAV;JAG1-EGFR;JAG1-EGFR;CXCL12-EGFR
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	tumor_like	tumor_like	DLL4	NOTCH1	NOTCH	0.061062386	0.92917425	0.056428926	0.52606321	30654	0.58613064	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	1.7068227	75	0.75247525	0.34340453	HBEGF-CXCR3;WNT5A-TGFBR1;HBEGF-FZD5;HBEGF-CXCR4;CXCL12-TGFBR1
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	tumor_like	immune	DLL4	NOTCH1	NOTCH	0.061062386	0.26190476	0.056428926	0.19047619	273	0.089768118	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.47866013	100	1	0.18754041	WNT5A-EGFR;CXCL12-KDR;HBEGF-KDR;CXCL12-ITGA2;WNT5A-EGFR
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	DLL4	NOTCH1	NOTCH	0.061062386	0.6664995	0.056428926	0.43129388	719	0.26776269	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	1.3843028	100	1	0.19342783	CCL2-ITGA2;CXCL12-KDR;HBEGF-NOTCH2;CXCL12-ITGA2;EGF-TGFBR1
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	tumor_like	endothelial	DLL4	NOTCH1	NOTCH	0.061062386	0.10869565	0.056428926	0.10869565	70	0.028292327	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.1513092	100	1	0.18698352	CXCL12-NOTCH2;HBEGF-ITGA2;HBEGF-ITGA2;CXCL12-FZD5;HBEGF-FZD5
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	immune	tumor_like	DLL4	NOTCH1	NOTCH	0.029761905	0.92917425	0.029761905	0.52606321	273	0.15522542	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.60249805	76	0.76237624	0.25763638	WNT5A-CXCR3;TGFB1-CCR2;JAG1-FZD5;EGF-CXCR3;TGFB1-FZD5
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	immune	immune	DLL4	NOTCH1	NOTCH	0.029761905	0.26190476	0.029761905	0.19047619	146	0.038899347	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.29334705	96	0.96039604	0.13260521	EGF-NOTCH2;TGFB1-ITGA2;JAG1-ITGA2;EGF-ITGA2;CXCL12-NOTCH2
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	DLL4	NOTCH1	NOTCH	0.029761905	0.6664995	0.029761905	0.43129388	98	0.091150151	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.60487418	100	1	0.15069275	JAG1-EGFR;WNT5A-EGFR;EGF-KDR;WNT5A-TGFBR1;TGFB1-NOTCH2
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	immune	endothelial	DLL4	NOTCH1	NOTCH	0.029761905	0.10869565	0.029761905	0.10869565	11	0.0080386473	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.067000516	100	1	0.11997889	TGFB1-KDR;JAG1-CXCR4;CXCL12-FZD5;TGFB1-KDR;WNT5A-NOTCH2
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	DLL4	NOTCH1	NOTCH	0.10230692	0.92917425	0.090772317	0.52606321	719	0.62542991	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	1.6003894	61	0.61386139	0.39079859	JAG1-FZD5;EGF-CXCR3;JAG1-CCR2;EGF-CCR2;WNT5A-CXCR4
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	immune	DLL4	NOTCH1	NOTCH	0.10230692	0.26190476	0.090772317	0.19047619	98	0.12312472	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.58893368	92	0.92079208	0.20906381	HBEGF-CCR2;WNT5A-NOTCH2;EGF-NOTCH2;JAG1-KDR;WNT5A-NOTCH2
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	DLL4	NOTCH1	NOTCH	0.10230692	0.6664995	0.090772317	0.43129388	8456	0.6166026	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	2.9723524	96	0.96039604	0.207446	TGFB1-EGFR;EGF-TGFBR1;HBEGF-ITGA2;WNT5A-KDR;WNT5A-TGFBR1
GSE292299	GSM8855708_NSCLC_P6	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	endothelial	DLL4	NOTCH1	NOTCH	0.10230692	0.10869565	0.090772317	0.10869565	48	0.043278277	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	expression_matched_fake_lr_pair	100	100	0.25541354	88	0.88118812	0.16944394	WNT5A-CXCR4;WNT5A-CXCR4;HBEGF-NOTCH2;TGFB1-FZD5;TGFB1-CXCR4
