dataset	sample_id	cancer	method	sender_compartment	receiver_compartment	ligand	receptor	pathway	ligand_mean_sender	receptor_mean_receiver	ligand_pct_sender	receptor_pct_receiver	adjacency_pairs	pilot_score	annotation_method	notes	null_model	null_permutations	null_mean_score	null_ge_observed_n	empirical_p_ge	observed_to_null_mean_ratio	null_mean_adjacency_pairs
GSE292299	GSM8855706_NSCLC_P4	NSCLC	stdlib_marker_lr_pilot	tumor_like	tumor_like	HBEGF	EGFR	EGF/ERBB	0.21964627	1.7829828	0.16897706	0.4665392	14714	3.7582824	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	3.6274537	0	0.019607843	1.0360663	10535.44
GSE292299	GSM8855706_NSCLC_P4	NSCLC	stdlib_marker_lr_pilot	tumor_like	immune	HBEGF	EGFR	EGF/ERBB	0.21964627	0.22091503	0.16897706	0.14771242	1101	0.33989903	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.367008	50	1	0.9261352	1925.98
GSE292299	GSM8855706_NSCLC_P4	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	HBEGF	EGFR	EGF/ERBB	0.21964627	0.493	0.16897706	0.2225	2426	0.84402259	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.92331951	50	1	0.91411757	5046.98
GSE292299	GSM8855706_NSCLC_P4	NSCLC	stdlib_marker_lr_pilot	tumor_like	endothelial	HBEGF	EGFR	EGF/ERBB	0.21964627	0.1056338	0.16897706	0.091549296	263	0.12937357	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.13640372	50	1	0.94846068	356.84
GSE292299	GSM8855706_NSCLC_P4	NSCLC	stdlib_marker_lr_pilot	immune	tumor_like	HBEGF	EGFR	EGF/ERBB	0.38562092	1.7829828	0.2379085	0.4665392	1101	4.8162448	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	5.2003692	50	1	0.92613517	1925.98
GSE292299	GSM8855706_NSCLC_P4	NSCLC	stdlib_marker_lr_pilot	immune	immune	HBEGF	EGFR	EGF/ERBB	0.38562092	0.22091503	0.2379085	0.14771242	1594	0.62824064	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.49953792	0	0.019607843	1.2576435	352
GSE292299	GSM8855706_NSCLC_P4	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	HBEGF	EGFR	EGF/ERBB	0.38562092	0.493	0.2379085	0.2225	473	1.171314	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	1.297584	50	1	0.90268838	920.3
GSE292299	GSM8855706_NSCLC_P4	NSCLC	stdlib_marker_lr_pilot	immune	endothelial	HBEGF	EGFR	EGF/ERBB	0.38562092	0.1056338	0.2379085	0.091549296	87	0.18238254	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.17144616	0	0.019607843	1.063789	66.76
GSE292299	GSM8855706_NSCLC_P4	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	HBEGF	EGFR	EGF/ERBB	0.166	1.7829828	0.1365	0.4665392	2426	2.306952	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	2.5236929	50	1	0.91411757	5046.98
GSE292299	GSM8855706_NSCLC_P4	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	immune	HBEGF	EGFR	EGF/ERBB	0.166	0.22091503	0.1365	0.14771242	473	0.22594315	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.25030028	50	1	0.90268837	920.3
GSE292299	GSM8855706_NSCLC_P4	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	HBEGF	EGFR	EGF/ERBB	0.166	0.493	0.1365	0.2225	5454	0.70415771	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.63671003	0	0.019607843	1.1059315	2392.08
GSE292299	GSM8855706_NSCLC_P4	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	endothelial	HBEGF	EGFR	EGF/ERBB	0.166	0.1056338	0.1365	0.091549296	164	0.089533833	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.090126518	34	0.68627451	0.99342386	170.14
GSE292299	GSM8855706_NSCLC_P4	NSCLC	stdlib_marker_lr_pilot	endothelial	tumor_like	HBEGF	EGFR	EGF/ERBB	0.098591549	1.7829828	0.077464789	0.4665392	263	0.98017956	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	1.0334425	50	1	0.94846062	356.84
GSE292299	GSM8855706_NSCLC_P4	NSCLC	stdlib_marker_lr_pilot	endothelial	immune	HBEGF	EGFR	EGF/ERBB	0.098591549	0.22091503	0.077464789	0.14771242	87	0.097517987	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.091670422	0	0.019607843	1.063789	66.76
GSE292299	GSM8855706_NSCLC_P4	NSCLC	stdlib_marker_lr_pilot	endothelial	stroma_fibroblast	HBEGF	EGFR	EGF/ERBB	0.098591549	0.493	0.077464789	0.2225	164	0.24817772	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.24982058	34	0.68627451	0.99342385	170.14
GSE292299	GSM8855706_NSCLC_P4	NSCLC	stdlib_marker_lr_pilot	endothelial	endothelial	HBEGF	EGFR	EGF/ERBB	0.098591549	0.1056338	0.077464789	0.091549296	28	0.03506904	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.026276256	0	0.019607843	1.3346285	12.44
GSE292299	GSM8855706_NSCLC_P4	NSCLC	stdlib_marker_lr_pilot	tumor_like	tumor_like	COL1A1	ITGA2	ECM-integrin	2.0580784	0.39412046	0.47968451	0.28130975	14714	7.7841162	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	7.5131453	0	0.019607843	1.0360662	10535.44
GSE292299	GSM8855706_NSCLC_P4	NSCLC	stdlib_marker_lr_pilot	tumor_like	immune	COL1A1	ITGA2	ECM-integrin	2.0580784	0.16601307	0.47968451	0.13594771	1101	2.3933434	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	2.5842268	50	1	0.92613519	1925.98
GSE292299	GSM8855706_NSCLC_P4	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	2.0580784	0.2595	0.47968451	0.204	2426	4.1627717	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	4.553869	50	1	0.91411757	5046.98
GSE292299	GSM8855706_NSCLC_P4	NSCLC	stdlib_marker_lr_pilot	tumor_like	endothelial	COL1A1	ITGA2	ECM-integrin	2.0580784	0.17605634	0.47968451	0.16197183	263	2.0203768	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	2.1301642	50	1	0.9484606	356.84
GSE292299	GSM8855706_NSCLC_P4	NSCLC	stdlib_marker_lr_pilot	immune	tumor_like	COL1A1	ITGA2	ECM-integrin	0.38823529	0.39412046	0.24705882	0.28130975	1101	1.0718273	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	1.1573119	50	1	0.92613519	1925.98
GSE292299	GSM8855706_NSCLC_P4	NSCLC	stdlib_marker_lr_pilot	immune	immune	COL1A1	ITGA2	ECM-integrin	0.38823529	0.16601307	0.24705882	0.13594771	1594	0.47531058	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.37793743	0	0.019607843	1.2576436	352
GSE292299	GSM8855706_NSCLC_P4	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.38823529	0.2595	0.24705882	0.204	473	0.62072352	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.68763876	50	1	0.90268838	920.3
GSE292299	GSM8855706_NSCLC_P4	NSCLC	stdlib_marker_lr_pilot	immune	endothelial	COL1A1	ITGA2	ECM-integrin	0.38823529	0.17605634	0.24705882	0.16197183	87	0.30603172	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.28768085	0	0.019607843	1.063789	66.76
GSE292299	GSM8855706_NSCLC_P4	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	COL1A1	ITGA2	ECM-integrin	14.9455	0.39412046	0.7255	0.28130975	2426	45.911633	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	50.225086	50	1	0.91411756	5046.98
GSE292299	GSM8855706_NSCLC_P4	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	immune	COL1A1	ITGA2	ECM-integrin	14.9455	0.16601307	0.7255	0.13594771	473	15.286869	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	16.934825	50	1	0.90268835	920.3
GSE292299	GSM8855706_NSCLC_P4	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	14.9455	0.2595	0.7255	0.204	5454	33.370502	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	30.174112	0	0.019607843	1.1059315	2392.08
GSE292299	GSM8855706_NSCLC_P4	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	endothelial	COL1A1	ITGA2	ECM-integrin	14.9455	0.17605634	0.7255	0.16197183	164	13.435019	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	13.523955	35	0.70588235	0.99342382	170.14
GSE292299	GSM8855706_NSCLC_P4	NSCLC	stdlib_marker_lr_pilot	endothelial	tumor_like	COL1A1	ITGA2	ECM-integrin	0.1971831	0.39412046	0.13380282	0.28130975	263	0.43332871	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.45687581	50	1	0.94846061	356.84
GSE292299	GSM8855706_NSCLC_P4	NSCLC	stdlib_marker_lr_pilot	endothelial	immune	COL1A1	ITGA2	ECM-integrin	0.1971831	0.16601307	0.13380282	0.13594771	87	0.14656549	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.13777685	0	0.019607843	1.063789	66.76
GSE292299	GSM8855706_NSCLC_P4	NSCLC	stdlib_marker_lr_pilot	endothelial	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.1971831	0.2595	0.13380282	0.204	164	0.2612662	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.2629957	34	0.68627451	0.99342384	170.14
GSE292299	GSM8855706_NSCLC_P4	NSCLC	stdlib_marker_lr_pilot	endothelial	endothelial	COL1A1	ITGA2	ECM-integrin	0.1971831	0.17605634	0.13380282	0.16197183	28	0.1168968	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.087587524	0	0.019607843	1.3346284	12.44
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	tumor_like	tumor_like	TGFB1	TGFBR1	TGFB	0.055555556	0.16481481	0.046296296	0.12407407	1086	0.064013862	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.052780685	0	0.019607843	1.2128274	318.64
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	tumor_like	immune	TGFB1	TGFBR1	TGFB	0.055555556	0.15183246	0.046296296	0.10994764	164	0.043069348	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.040010984	0	0.019607843	1.0764381	114.24
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	TGFB1	TGFBR1	TGFB	0.055555556	0.20469083	0.046296296	0.15858209	919	0.077604818	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.087446418	50	1	0.88745565	2185.14
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	tumor_like	endothelial	TGFB1	TGFBR1	TGFB	0.055555556	0.047619048	0.046296296	0.047619048	72	0.011350422	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.0095409268	0	0.019607843	1.1896561	36.2
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	immune	tumor_like	TGFB1	TGFBR1	TGFB	0.031413613	0.16481481	0.02617801	0.12407407	164	0.026435669	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.024558466	0	0.019607843	1.0764381	114.24
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	immune	immune	TGFB1	TGFBR1	TGFB	0.031413613	0.15183246	0.02617801	0.10994764	232	0.025999306	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.017739459	0	0.019607843	1.46562	41.48
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	TGFB1	TGFBR1	TGFB	0.031413613	0.20469083	0.02617801	0.15858209	311	0.036927961	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.042749932	50	1	0.86381333	770.8
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	immune	endothelial	TGFB1	TGFBR1	TGFB	0.031413613	0.047619048	0.02617801	0.047619048	23	0.0047540072	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.0038784458	0	0.019607843	1.2257506	12.8
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	TGFB1	TGFBR1	TGFB	0.076226013	0.16481481	0.06369936	0.12407407	919	0.085735809	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.096608553	50	1	0.88745568	2185.14
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	immune	TGFB1	TGFBR1	TGFB	0.076226013	0.15183246	0.06369936	0.10994764	311	0.066467125	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.076946165	50	1	0.86381335	770.8
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR1	TGFB	0.076226013	0.20469083	0.06369936	0.15858209	18684	0.15346064	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.1502806	0	0.019607843	1.0211607	15238.88
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	endothelial	TGFB1	TGFBR1	TGFB	0.076226013	0.047619048	0.06369936	0.047619048	107	0.016995247	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.020147575	50	1	0.84353808	256.56
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	tumor_like	tumor_like	TGFB1	TGFBR2	TGFB	0.055555556	0.29444444	0.046296296	0.20740741	1086	0.11436184	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.094293584	0	0.019607843	1.2128274	318.64
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	tumor_like	immune	TGFB1	TGFBR2	TGFB	0.055555556	0.2408377	0.046296296	0.18324607	164	0.068316897	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.0634657	0	0.019607843	1.0764381	114.24
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.055555556	0.36593817	0.046296296	0.25932836	919	0.13873882	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.15633325	50	1	0.88745563	2185.14
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	tumor_like	endothelial	TGFB1	TGFBR2	TGFB	0.055555556	0.031746032	0.046296296	0.031746032	72	0.0075669479	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.0063606179	0	0.019607843	1.1896561	36.2
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	immune	tumor_like	TGFB1	TGFBR2	TGFB	0.031413613	0.29444444	0.02617801	0.20740741	164	0.047227768	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.043874113	0	0.019607843	1.0764381	114.24
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	immune	immune	TGFB1	TGFBR2	TGFB	0.031413613	0.2408377	0.02617801	0.18324607	232	0.041240279	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.028138453	0	0.019607843	1.46562	41.48
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.031413613	0.36593817	0.02617801	0.25932836	311	0.066018347	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.076426637	50	1	0.86381332	770.8
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	immune	endothelial	TGFB1	TGFBR2	TGFB	0.031413613	0.031746032	0.02617801	0.031746032	23	0.0031693382	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.0025856305	0	0.019607843	1.2257506	12.8
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	TGFB1	TGFBR2	TGFB	0.076226013	0.29444444	0.06369936	0.20740741	919	0.15316847	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.17259281	50	1	0.88745568	2185.14
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	immune	TGFB1	TGFBR2	TGFB	0.076226013	0.2408377	0.06369936	0.18324607	311	0.10543061	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.12205254	50	1	0.86381332	770.8
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.076226013	0.36593817	0.06369936	0.25932836	18684	0.27435085	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.26866572	0	0.019607843	1.0211606	15238.88
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	endothelial	TGFB1	TGFBR2	TGFB	0.076226013	0.031746032	0.06369936	0.031746032	107	0.011330165	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.013431717	50	1	0.8435381	256.56
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	tumor_like	tumor_like	CXCL12	CXCR4	CXCL chemokine	0.074074074	0.24814815	0.066666667	0.19074074	1086	0.12850723	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.10595673	0	0.019607843	1.2128274	318.64
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	tumor_like	immune	CXCL12	CXCR4	CXCL chemokine	0.074074074	0.7591623	0.066666667	0.34031414	164	0.28712899	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.26673989	0	0.019607843	1.0764381	114.24
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.074074074	0.41284648	0.066666667	0.28171642	919	0.20869768	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.23516406	50	1	0.88745566	2185.14
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	tumor_like	endothelial	CXCL12	CXCR4	CXCL chemokine	0.074074074	0.063492063	0.066666667	0.063492063	72	0.020178528	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.016961647	0	0.019607843	1.1896562	36.2
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	immune	tumor_like	CXCL12	CXCR4	CXCL chemokine	0.094240838	0.24814815	0.083769634	0.19074074	164	0.11940605	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.110927	0	0.019607843	1.0764381	114.24
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	immune	immune	CXCL12	CXCR4	CXCL chemokine	0.094240838	0.7591623	0.083769634	0.34031414	232	0.38998959	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.26609189	0	0.019607843	1.46562	41.48
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.094240838	0.41284648	0.083769634	0.28171642	311	0.22344302	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.25867048	50	1	0.86381336	770.8
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	immune	endothelial	CXCL12	CXCR4	CXCL chemokine	0.094240838	0.063492063	0.083769634	0.063492063	23	0.019016029	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.015513783	0	0.019607843	1.2257506	12.8
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	CXCL12	CXCR4	CXCL chemokine	0.13139659	0.24814815	0.11433902	0.19074074	919	0.2225143	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.25073287	50	1	0.88745564	2185.14
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	immune	CXCL12	CXCR4	CXCL chemokine	0.13139659	0.7591623	0.11433902	0.34031414	311	0.57287225	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.66318986	50	1	0.86381334	770.8
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.13139659	0.41284648	0.11433902	0.28171642	18684	0.53354134	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.52248523	0	0.019607843	1.0211606	15238.88
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	endothelial	CXCL12	CXCR4	CXCL chemokine	0.13139659	0.063492063	0.11433902	0.063492063	107	0.039061338	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.046306548	50	1	0.84353811	256.56
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	endothelial	tumor_like	CXCL12	CXCR4	CXCL chemokine	0.15873016	0.24814815	0.12698413	0.19074074	72	0.16899517	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.1420538	0	0.019607843	1.1896561	36.2
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	endothelial	immune	CXCL12	CXCR4	CXCL chemokine	0.15873016	0.7591623	0.12698413	0.34031414	23	0.38296169	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.31243035	0	0.019607843	1.2257506	12.8
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	endothelial	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.15873016	0.41284648	0.12698413	0.28171642	107	0.30682562	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.36373653	50	1	0.84353811	256.56
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	endothelial	endothelial	CXCL12	CXCR4	CXCL chemokine	0.15873016	0.063492063	0.12698413	0.063492063	26	0.033215791	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.013114052	0	0.019607843	2.5328397	3.56
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	tumor_like	tumor_like	CXCL9	CXCR3	CXCL chemokine	0.048148148	0.055555556	0.044444444	0.05	1086	0.018700679	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.015419077	0	0.019607843	1.2128274	318.64
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	tumor_like	immune	CXCL9	CXCR3	CXCL chemokine	0.048148148	0.078534031	0.044444444	0.073298429	164	0.019306949	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.017935958	0	0.019607843	1.0764381	114.24
GSE292299	GSM8855707_NSCLC_P5	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	CXCL9	CXCR3	CXCL chemokine	0.048148148	0.057569296	0.044444444	0.053571429	919	0.018916174	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.021315064	50	1	0.88745564	2185.14
