dataset	sample_id	cancer	method	sender_compartment	receiver_compartment	ligand	receptor	pathway	ligand_mean_sender	receptor_mean_receiver	ligand_pct_sender	receptor_pct_receiver	adjacency_pairs	pilot_score	annotation_method	notes	null_model	null_permutations	null_mean_score	null_ge_observed_n	empirical_p_ge	observed_to_null_mean_ratio	null_mean_adjacency_pairs	null_mean_ligand_mean_sender	null_mean_receptor_mean_receiver
GSE283052	GSM8655168_P24	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	DLL4	NOTCH1	NOTCH	0.10378378	0.32243786	0.086486486	0.1896493	543	0.21078691	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.19615621	9	0.32258065	1.074587	1714.9	0.067135135	0.39252071
GSE283052	GSM8655168_P24	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	immune	DLL4	NOTCH1	NOTCH	0.10378378	0.15384615	0.086486486	0.15384615	3	0.022134596	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.06163813	25	0.83870968	0.35910557	7.1666667	0.067135135	0.44102564
GSE283052	GSM8655168_P24	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	DLL4	NOTCH1	NOTCH	0.10378378	0.53405405	0.086486486	0.31351351	1760	0.41423493	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.16523591	0	0.032258065	2.5069304	560.13333	0.067135135	0.38781982
GSE283052	GSM8655168_P24	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	JAG1	NOTCH2	NOTCH	0.68471229	0.17160368	0.30064692	0.13278856	7300	1.045245	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	1.6065775	30	1	0.65060353	5498	0.79449552	0.23474067
GSE283052	GSM8655168_P24	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	immune	JAG1	NOTCH2	NOTCH	0.68471229	0.76923077	0.30064692	0.46153846	4	0.84769379	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.71942012	13	0.4516129	1.1783015	25.5	0.79449552	0.27692308
GSE283052	GSM8655168_P24	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	JAG1	NOTCH2	NOTCH	0.68471229	0.39891892	0.30064692	0.26594595	543	1.7205245	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	1.4070903	0	0.032258065	1.2227534	1714.9	0.79449552	0.23790991
GSE283052	GSM8655168_P24	colorectal cancer	stdlib_marker_lr_pilot	immune	tumor_like	JAG1	NOTCH2	NOTCH	0.076923077	0.17160368	0.076923077	0.13278856	4	0.021245036	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.65346274	30	1	0.032511473	25.5	0.85641026	0.23474067
GSE283052	GSM8655168_P24	colorectal cancer	stdlib_marker_lr_pilot	immune	immune	JAG1	NOTCH2	NOTCH	0.076923077	0.76923077	0.076923077	0.46153846	16	0.16764576	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.0043337763	0	0.032258065	38.683529	0.066666667	0.85641026	0.27692308
GSE283052	GSM8655168_P24	colorectal cancer	stdlib_marker_lr_pilot	immune	stroma_fibroblast	JAG1	NOTCH2	NOTCH	0.076923077	0.39891892	0.076923077	0.26594595	3	0.042539927	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.43119631	30	1	0.098655591	7.1666667	0.85641026	0.23790991
GSE283052	GSM8655168_P24	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	JAG1	NOTCH2	NOTCH	1.0345946	0.17160368	0.43135135	0.13278856	543	1.1183169	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	1.4068098	30	1	0.79493112	1714.9	0.8052973	0.23474067
GSE283052	GSM8655168_P24	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	immune	JAG1	NOTCH2	NOTCH	1.0345946	0.76923077	0.43135135	0.46153846	3	1.1032713	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.47628216	2	0.096774194	2.3164237	7.1666667	0.8052973	0.27692308
GSE283052	GSM8655168_P24	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	JAG1	NOTCH2	NOTCH	1.0345946	0.39891892	0.43135135	0.26594595	1760	3.0845147	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	1.2143822	0	0.032258065	2.5399867	560.13333	0.8052973	0.23790991
GSE283052	GSM8655168_P24	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	WNT5A	FZD5	WNT	0.1011236	0.2907729	0.075927818	0.19407559	7300	0.26157113	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.6092994	30	1	0.42929819	5498	0.24589717	0.28774259
GSE283052	GSM8655168_P24	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	WNT5A	FZD5	WNT	0.1011236	0.25081081	0.075927818	0.18810811	543	0.15975956	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.524294	30	1	0.30471369	1714.9	0.24589717	0.2861982
GSE283052	GSM8655168_P24	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	WNT5A	FZD5	WNT	0.56972973	0.2907729	0.31351351	0.19407559	543	1.0434963	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.52960444	0	0.032258065	1.9703315	1714.9	0.24706306	0.28774259
GSE283052	GSM8655168_P24	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	WNT5A	FZD5	WNT	0.56972973	0.25081081	0.31351351	0.18810811	1760	1.0679407	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.44737473	0	0.032258065	2.3871279	560.13333	0.24706306	0.2861982
GSE283052	GSM8655168_P24	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	EGF	EGFR	EGF/ERBB	0.060265577	0.17637045	0.053115424	0.13959823	7300	0.094553697	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.083439707	0	0.032258065	1.1331979	5498	0.054148224	0.17886732
GSE283052	GSM8655168_P24	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	immune	EGF	EGFR	EGF/ERBB	0.060265577	0.076923077	0.053115424	0.076923077	4	0.0074610542	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.029043482	26	0.87096774	0.25689255	25.5	0.054148224	0.16666667
GSE283052	GSM8655168_P24	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	EGF	EGFR	EGF/ERBB	0.060265577	0.17297297	0.053115424	0.14594595	543	0.065662238	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.073472355	25	0.83870968	0.89369993	1714.9	0.054148224	0.18223423
GSE283052	GSM8655168_P24	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	EGF	EGFR	EGF/ERBB	0.038918919	0.17637045	0.036756757	0.13959823	543	0.043236914	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.070647671	30	1	0.61200763	1714.9	0.053081081	0.17886732
GSE283052	GSM8655168_P24	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	immune	EGF	EGFR	EGF/ERBB	0.038918919	0.076923077	0.036756757	0.076923077	3	0.0041502368	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.018555619	25	0.83870968	0.22366469	7.1666667	0.053081081	0.16666667
GSE283052	GSM8655168_P24	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	EGF	EGFR	EGF/ERBB	0.038918919	0.17297297	0.036756757	0.14594595	1760	0.050311935	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.061439118	24	0.80645161	0.8188909	560.13333	0.053081081	0.18223423
GSE283052	GSM8655168_P24	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	HBEGF	EGFR	EGF/ERBB	0.22846442	0.17637045	0.16036772	0.13959823	7300	0.35844932	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.32149788	1	0.064516129	1.1149353	5498	0.20862558	0.17886732
GSE283052	GSM8655168_P24	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	immune	HBEGF	EGFR	EGF/ERBB	0.22846442	0.076923077	0.16036772	0.076923077	4	0.028284561	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.11153782	26	0.87096774	0.25358717	25.5	0.20862558	0.16666667
GSE283052	GSM8655168_P24	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	HBEGF	EGFR	EGF/ERBB	0.22846442	0.17297297	0.16036772	0.14594595	543	0.24892295	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.28294497	25	0.83870968	0.87975748	1714.9	0.20862558	0.18223423
GSE283052	GSM8655168_P24	colorectal cancer	stdlib_marker_lr_pilot	immune	tumor_like	HBEGF	EGFR	EGF/ERBB	0.15384615	0.17637045	0.15384615	0.13959823	4	0.043670351	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.13187203	25	0.83870968	0.33115705	25.5	0.22820513	0.17886732
GSE283052	GSM8655168_P24	colorectal cancer	stdlib_marker_lr_pilot	immune	immune	HBEGF	EGFR	EGF/ERBB	0.15384615	0.076923077	0.15384615	0.076923077	16	0.033529152	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0	0	0.032258065		0.066666667	0.22820513	0.16666667
GSE283052	GSM8655168_P24	colorectal cancer	stdlib_marker_lr_pilot	immune	stroma_fibroblast	HBEGF	EGFR	EGF/ERBB	0.15384615	0.17297297	0.15384615	0.14594595	3	0.036890993	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.088310919	24	0.80645161	0.41773988	7.1666667	0.22820513	0.18223423
GSE283052	GSM8655168_P24	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	HBEGF	EGFR	EGF/ERBB	0.20432432	0.17637045	0.14918919	0.13959823	543	0.2269938	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.27713365	30	1	0.81907701	1714.9	0.20821622	0.17886732
GSE283052	GSM8655168_P24	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	immune	HBEGF	EGFR	EGF/ERBB	0.20432432	0.076923077	0.14918919	0.076923077	3	0.021788743	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.072270118	25	0.83870968	0.30149035	7.1666667	0.20821622	0.16666667
GSE283052	GSM8655168_P24	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	HBEGF	EGFR	EGF/ERBB	0.20432432	0.17297297	0.14918919	0.14594595	1760	0.26413766	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.24109053	10	0.35483871	1.0955953	560.13333	0.20821622	0.18223423
GSE283052	GSM8655168_P24	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	COL1A1	ITGA2	ECM-integrin	3.4508001	0.3071161	0.59856997	0.20905686	7300	9.4277005	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	48.224876	30	1	0.19549455	5498	15.546953	0.36007264
GSE283052	GSM8655168_P24	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	immune	COL1A1	ITGA2	ECM-integrin	3.4508001	0.076923077	0.59856997	0.076923077	4	0.42721912	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	20.864826	28	0.93548387	0.020475565	25.5	15.546953	0.40512821
GSE283052	GSM8655168_P24	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	3.4508001	0.48324324	0.59856997	0.29189189	543	10.503976	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	41.016908	30	1	0.25608893	1714.9	15.546953	0.35434234
GSE283052	GSM8655168_P24	colorectal cancer	stdlib_marker_lr_pilot	immune	tumor_like	COL1A1	ITGA2	ECM-integrin	0.92307692	0.3071161	0.69230769	0.20905686	4	0.45626243	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	20.24184	30	1	0.022540561	25.5	17.3	0.36007264
GSE283052	GSM8655168_P24	colorectal cancer	stdlib_marker_lr_pilot	immune	immune	COL1A1	ITGA2	ECM-integrin	0.92307692	0.076923077	0.69230769	0.076923077	16	0.20117491	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.032503322	1	0.064516129	6.1893646	0.066666667	17.3	0.40512821
GSE283052	GSM8655168_P24	colorectal cancer	stdlib_marker_lr_pilot	immune	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.92307692	0.48324324	0.69230769	0.29189189	3	0.61838528	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	12.776757	30	1	0.048399236	7.1666667	17.3	0.35434234
GSE283052	GSM8655168_P24	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	COL1A1	ITGA2	ECM-integrin	50.945946	0.3071161	0.89189189	0.20905686	543	98.555379	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	41.454857	0	0.032258065	2.3774145	1714.9	15.45845	0.36007264
GSE283052	GSM8655168_P24	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	immune	COL1A1	ITGA2	ECM-integrin	50.945946	0.076923077	0.89189189	0.076923077	3	5.4327752	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	13.446044	21	0.70967742	0.40404265	7.1666667	15.45845	0.40512821
GSE283052	GSM8655168_P24	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	50.945946	0.48324324	0.89189189	0.29189189	1760	183.9956	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	34.697426	0	0.032258065	5.3028602	560.13333	15.45845	0.35434234
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	tumor_like	tumor_like	TGFB1	TGFBR1	TGFB	0.32719424	0.36776978	0.1723741	0.21323741	13904	1.1479692	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	1.5833179	30	1	0.72504025	8151.7333	0.35607674	0.4934964
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	tumor_like	immune	TGFB1	TGFBR1	TGFB	0.32719424	0.43103448	0.1723741	0.26724138	295	0.80252279	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	1.0752497	28	0.93548387	0.74635946	550.9	0.35607674	0.47787356
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	TGFB1	TGFBR1	TGFB	0.32719424	0.69015544	0.1723741	0.30639033	1599	1.6660078	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	1.5149506	0	0.032258065	1.099711	6777.9667	0.35607674	0.48244099
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	tumor_like	endothelial	TGFB1	TGFBR1	TGFB	0.32719424	0.068965517	0.1723741	0.068965517	136	0.11101996	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.7941843	30	1	0.13979118	134.33333	0.35607674	0.4545977
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	immune	tumor_like	TGFB1	TGFBR1	TGFB	0.28448276	0.36776978	0.18965517	0.21323741	295	0.59534909	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	1.0783974	30	1	0.55206837	550.9	0.34554598	0.4934964
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	immune	immune	TGFB1	TGFBR1	TGFB	0.28448276	0.43103448	0.18965517	0.26724138	412	0.73860646	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.61521954	8	0.29032258	1.2005575	38.666667	0.34554598	0.47787356
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	TGFB1	TGFBR1	TGFB	0.28448276	0.69015544	0.18965517	0.30639033	219	1.0589704	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	1.0161239	12	0.41935484	1.0421666	448.23333	0.34554598	0.48244099
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	immune	endothelial	TGFB1	TGFBR1	TGFB	0.28448276	0.068965517	0.18965517	0.068965517	28	0.066064663	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.36211065	30	1	0.18244331	8.9666667	0.34554598	0.4545977
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	TGFB1	TGFBR1	TGFB	0.47115717	0.36776978	0.23350604	0.21323741	1599	1.2783987	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	1.487267	30	1	0.85956232	6777.9667	0.34178469	0.4934964
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	immune	TGFB1	TGFBR1	TGFB	0.47115717	0.43103448	0.23350604	0.26724138	219	1.0953648	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.99614994	7	0.25806452	1.0995983	448.23333	0.34178469	0.47787356
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR1	TGFB	0.47115717	0.69015544	0.23350604	0.30639033	12084	3.0565229	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	1.4262756	0	0.032258065	2.1430099	5667.3333	0.34178469	0.48244099
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	endothelial	TGFB1	TGFBR1	TGFB	0.47115717	0.068965517	0.23350604	0.068965517	46	0.12510515	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.73613015	30	1	0.16994977	114.33333	0.34178469	0.4545977
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	endothelial	tumor_like	TGFB1	TGFBR1	TGFB	0.034482759	0.36776978	0.034482759	0.21323741	136	0.062393804	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.82873308	30	1	0.075288179	134.33333	0.34195402	0.4934964
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	endothelial	immune	TGFB1	TGFBR1	TGFB	0.034482759	0.43103448	0.034482759	0.26724138	28	0.050048987	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.36626514	30	1	0.13664688	8.9666667	0.34195402	0.47787356
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	endothelial	stroma_fibroblast	TGFB1	TGFBR1	TGFB	0.034482759	0.69015544	0.034482759	0.30639033	46	0.091627597	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.78277904	30	1	0.11705423	114.33333	0.34195402	0.48244099
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	endothelial	endothelial	TGFB1	TGFBR1	TGFB	0.034482759	0.068965517	0.034482759	0.068965517	16	0.006737725	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.19435823	24	0.80645161	0.034666528	3.1333333	0.34195402	0.4545977
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	tumor_like	tumor_like	TGFB1	TGFBR2	TGFB	0.32719424	0.7694964	0.1723741	0.29035971	13904	2.4019325	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	3.6702645	30	1	0.65443035	8151.7333	0.35607674	1.1435875
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	tumor_like	immune	TGFB1	TGFBR2	TGFB	0.32719424	0.77586207	0.1723741	0.32758621	295	1.444541	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	2.4737684	30	1	0.5839435	550.9	0.35607674	1.1
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.32719424	1.8214162	0.1723741	0.44905009	1599	4.3968264	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	3.4915147	0	0.032258065	1.2592891	6777.9667	0.35607674	1.1118941
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	tumor_like	endothelial	TGFB1	TGFBR2	TGFB	0.32719424	0.10344828	0.1723741	0.051724138	136	0.16652994	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	1.9068824	30	1	0.087330997	134.33333	0.35607674	1.0925287
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	immune	tumor_like	TGFB1	TGFBR2	TGFB	0.28448276	0.7694964	0.18965517	0.29035971	295	1.2456678	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	2.4952969	30	1	0.49920625	550.9	0.34554598	1.1435875
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	immune	immune	TGFB1	TGFBR2	TGFB	0.28448276	0.77586207	0.18965517	0.32758621	412	1.3294916	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	1.4088871	14	0.48387097	0.94364663	38.666667	0.34554598	1.1
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.28448276	1.8214162	0.18965517	0.44905009	219	2.7947702	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	2.3484827	6	0.22580645	1.1900323	448.23333	0.34554598	1.1118941
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	immune	endothelial	TGFB1	TGFBR2	TGFB	0.28448276	0.10344828	0.18965517	0.051724138	28	0.099096994	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.84871933	30	1	0.11676062	8.9666667	0.34554598	1.0925287
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	TGFB1	TGFBR2	TGFB	0.47115717	0.7694964	0.23350604	0.29035971	1599	2.6748341	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	3.4460463	30	1	0.77620375	6777.9667	0.34178469	1.1435875
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	immune	TGFB1	TGFBR2	TGFB	0.47115717	0.77586207	0.23350604	0.32758621	219	1.9716566	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	2.2918888	27	0.90322581	0.86027587	448.23333	0.34178469	1.1
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.47115717	1.8214162	0.23350604	0.44905009	12084	8.0665891	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	3.2867663	0	0.032258065	2.454263	5667.3333	0.34178469	1.1118941
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	endothelial	TGFB1	TGFBR2	TGFB	0.47115717	0.10344828	0.23350604	0.051724138	46	0.18765772	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	1.7720143	30	1	0.1059008	114.33333	0.34178469	1.0925287
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	endothelial	tumor_like	TGFB1	TGFBR2	TGFB	0.034482759	0.7694964	0.034482759	0.29035971	136	0.13054854	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	1.9186256	30	1	0.068042738	134.33333	0.34195402	1.1435875
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	endothelial	immune	TGFB1	TGFBR2	TGFB	0.034482759	0.77586207	0.034482759	0.32758621	28	0.090088176	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.84837583	30	1	0.10618899	8.9666667	0.34195402	1.1
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	endothelial	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.034482759	1.8214162	0.034482759	0.44905009	46	0.24181798	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	1.805477	30	1	0.13393579	114.33333	0.34195402	1.1118941
