dataset	sample_id	cancer	method	sender_compartment	receiver_compartment	ligand	receptor	pathway	ligand_mean_sender	receptor_mean_receiver	ligand_pct_sender	receptor_pct_receiver	adjacency_pairs	pilot_score	annotation_method	notes
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	tumor_like	CCL2	CCR2	CCL chemokine	0.265625	0.046875	0.140625	0.03125	48	0.048457723	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	immune	CCL2	CCR2	CCL chemokine	0.265625	0.05	0.140625	0.05	25	0.043271595	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	CCL2	CCR2	CCL chemokine	0.265625	0.097239649	0.140625	0.074027604	118	0.12344133	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	immune	tumor_like	CCL2	CCR2	CCL chemokine	0.25	0.046875	0.1375	0.03125	25	0.038180819	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	immune	immune	CCL2	CCR2	CCL chemokine	0.25	0.05	0.1375	0.05	80	0.054930614	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	CCL2	CCR2	CCL chemokine	0.25	0.097239649	0.1375	0.074027604	127	0.11795243	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	CCL2	CCR2	CCL chemokine	0.6825596	0.046875	0.3425345	0.03125	118	0.15290797	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	immune	CCL2	CCR2	CCL chemokine	0.6825596	0.05	0.3425345	0.05	127	0.16558999	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	CCL2	CCR2	CCL chemokine	0.6825596	0.097239649	0.3425345	0.074027604	7616	0.5932408	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	tumor_like	VEGFA	KDR	VEGF	3.09375	0.4375	0.4375	0.140625	48	5.2676396	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	immune	VEGFA	KDR	VEGF	3.09375	0.1875	0.4375	0.1375	25	1.8899505	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	VEGFA	KDR	VEGF	3.09375	0.49121706	0.4375	0.29046424	118	7.2628473	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	endothelial	VEGFA	KDR	VEGF	3.09375	0.125	0.4375	0.125	2	0.42485397	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	immune	tumor_like	VEGFA	KDR	VEGF	0.3375	0.4375	0.2	0.140625	25	0.48107832	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	immune	immune	VEGFA	KDR	VEGF	0.3375	0.1875	0.2	0.1375	80	0.27808624	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	VEGFA	KDR	VEGF	0.3375	0.49121706	0.2	0.29046424	127	0.80439752	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	immune	endothelial	VEGFA	KDR	VEGF	0.3375	0.125	0.2	0.125	5	0.075589853	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	VEGFA	KDR	VEGF	1.6856964	0.4375	0.50941029	0.140625	118	3.5245661	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	immune	VEGFA	KDR	VEGF	1.6856964	0.1875	0.50941029	0.1375	127	1.5335718	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	VEGFA	KDR	VEGF	1.6856964	0.49121706	0.50941029	0.29046424	7616	7.4011609	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	endothelial	VEGFA	KDR	VEGF	1.6856964	0.125	0.50941029	0.125	16	0.59699218	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	endothelial	tumor_like	VEGFA	KDR	VEGF	0.125	0.4375	0.125	0.140625	2	0.06008036	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	endothelial	immune	VEGFA	KDR	VEGF	0.125	0.1875	0.125	0.1375	5	0.041994363	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	endothelial	stroma_fibroblast	VEGFA	KDR	VEGF	0.125	0.49121706	0.125	0.29046424	16	0.17396534	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	tumor_like	SPP1	CD44	SPP1	0.828125	1.859375	0.21875	0.375	48	5.9926051	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	immune	SPP1	CD44	SPP1	0.828125	2	0.21875	0.4125	25	5.3962224	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	SPP1	CD44	SPP1	0.828125	2.455458	0.21875	0.6336261	118	9.7179946	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	endothelial	SPP1	CD44	SPP1	0.828125	0.25	0.21875	0.125	2	0.22744708	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	immune	tumor_like	SPP1	CD44	SPP1	0.175	1.859375	0.1375	0.375	25	1.0601541	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	immune	immune	SPP1	CD44	SPP1	0.175	2	0.1375	0.4125	80	1.5380572	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	SPP1	CD44	SPP1	0.175	2.455458	0.1375	0.6336261	127	2.0849424	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	immune	endothelial	SPP1	CD44	SPP1	0.175	0.25	0.1375	0.125	5	0.078389477	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	SPP1	CD44	SPP1	1.54266	1.859375	0.39209536	0.375	118	13.708358	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	immune	SPP1	CD44	SPP1	1.54266	2	0.39209536	0.4125	127	14.970066	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	SPP1	CD44	SPP1	1.54266	2.455458	0.39209536	0.6336261	7616	33.857101	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	endothelial	SPP1	CD44	SPP1	1.54266	0.25	0.39209536	0.125	16	1.0926712	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	tumor_like	SPP1	ITGAV	SPP1	0.828125	0.8125	0.21875	0.328125	48	2.6186174	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	immune	SPP1	ITGAV	SPP1	0.828125	0.3125	0.21875	0.2	25	0.84315975	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	SPP1	ITGAV	SPP1	0.828125	1.2214555	0.21875	0.47114178	118	4.8341685	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	immune	tumor_like	SPP1	ITGAV	SPP1	0.175	0.8125	0.1375	0.328125	25	0.4632606	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	immune	immune	SPP1	ITGAV	SPP1	0.175	0.3125	0.1375	0.2	80	0.24032144	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	SPP1	ITGAV	SPP1	0.175	1.2214555	0.1375	0.47114178	127	1.0371443	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	SPP1	ITGAV	SPP1	1.54266	0.8125	0.39209536	0.328125	118	5.9902071	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	immune	SPP1	ITGAV	SPP1	1.54266	0.3125	0.39209536	0.2	127	2.3390728	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	SPP1	ITGAV	SPP1	1.54266	1.2214555	0.39209536	0.47114178	7616	16.842048	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	tumor_like	MIF	CD74	MIF	0.78125	6.484375	0.28125	0.5	48	19.715642	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	immune	MIF	CD74	MIF	0.78125	15.5	0.28125	0.5875	25	39.453513	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	MIF	CD74	MIF	0.78125	11.745295	0.28125	0.85633626	118	43.853293	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	endothelial	MIF	CD74	MIF	0.78125	0.125	0.28125	0.125	2	0.10728636	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	immune	tumor_like	MIF	CD74	MIF	0.325	6.484375	0.175	0.5	25	6.8661839	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	immune	immune	MIF	CD74	MIF	0.325	15.5	0.175	0.5875	80	22.137038	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	MIF	CD74	MIF	0.325	11.745295	0.175	0.85633626	127	18.521271	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	immune	endothelial	MIF	CD74	MIF	0.325	0.125	0.175	0.125	5	0.072790228	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	MIF	CD74	MIF	0.82559598	6.484375	0.38770389	0.5	118	25.584913	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	immune	MIF	CD74	MIF	0.82559598	15.5	0.38770389	0.5875	127	62.090159	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	MIF	CD74	MIF	0.82559598	11.745295	0.38770389	0.85633626	7616	86.671946	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	endothelial	MIF	CD74	MIF	0.82559598	0.125	0.38770389	0.125	16	0.2923862	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	tumor_like	DLL4	NOTCH1	NOTCH	0.21875	0.53125	0.15625	0.265625	48	0.45227209	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	immune	DLL4	NOTCH1	NOTCH	0.21875	0.375	0.15625	0.2	25	0.26726573	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	DLL4	NOTCH1	NOTCH	0.21875	0.65997491	0.15625	0.36951066	118	0.68995972	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	immune	tumor_like	DLL4	NOTCH1	NOTCH	0.15	0.53125	0.1	0.265625	25	0.25962957	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	immune	immune	DLL4	NOTCH1	NOTCH	0.15	0.375	0.1	0.2	80	0.24718776	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	DLL4	NOTCH1	NOTCH	0.15	0.65997491	0.1	0.36951066	127	0.48033273	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	DLL4	NOTCH1	NOTCH	0.21455458	0.53125	0.15495609	0.265625	118	0.54473463	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	immune	DLL4	NOTCH1	NOTCH	0.21455458	0.375	0.15495609	0.2	127	0.39038449	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	DLL4	NOTCH1	NOTCH	0.21455458	0.65997491	0.15495609	0.36951066	7616	1.265646	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	tumor_like	JAG1	NOTCH2	NOTCH	0.375	0.265625	0.234375	0.171875	48	0.38766179	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	immune	JAG1	NOTCH2	NOTCH	0.375	0.1875	0.234375	0.1125	25	0.22908491	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	JAG1	NOTCH2	NOTCH	0.375	0.5489335	0.234375	0.31179423	118	0.98378287	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	immune	tumor_like	JAG1	NOTCH2	NOTCH	0.1375	0.265625	0.125	0.171875	25	0.11899689	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	immune	immune	JAG1	NOTCH2	NOTCH	0.1375	0.1875	0.125	0.1125	80	0.11329439	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	JAG1	NOTCH2	NOTCH	0.1375	0.5489335	0.125	0.31179423	127	0.36622327	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	JAG1	NOTCH2	NOTCH	0.4378921	0.265625	0.27791719	0.171875	118	0.55588417	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	immune	JAG1	NOTCH2	NOTCH	0.4378921	0.1875	0.27791719	0.1125	127	0.39837482	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	JAG1	NOTCH2	NOTCH	0.4378921	0.5489335	0.27791719	0.31179423	7616	2.1484927	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	tumor_like	WNT5A	FZD5	WNT	0.0625	0.234375	0.046875	0.140625	48	0.057009086	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	immune	WNT5A	FZD5	WNT	0.0625	0.1875	0.046875	0.1	25	0.038180819	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	WNT5A	FZD5	WNT	0.0625	0.13989962	0.046875	0.10664994	118	0.041787349	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	immune	tumor_like	WNT5A	FZD5	WNT	0.05	0.234375	0.05	0.140625	25	0.038180819	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	immune	immune	WNT5A	FZD5	WNT	0.05	0.1875	0.05	0.1	80	0.041197961	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	WNT5A	FZD5	WNT	0.05	0.13989962	0.05	0.10664994	127	0.03393986	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	WNT5A	FZD5	WNT	0.22835634	0.234375	0.16122961	0.140625	118	0.25578355	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	immune	WNT5A	FZD5	WNT	0.22835634	0.1875	0.16122961	0.1	127	0.20774847	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	WNT5A	FZD5	WNT	0.22835634	0.13989962	0.16122961	0.10664994	7616	0.28554638	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	tumor_like	EGF	EGFR	EGF/ERBB	0.140625	0.515625	0.109375	0.234375	48	0.28219498	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	immune	EGF	EGFR	EGF/ERBB	0.140625	0.1875	0.109375	0.1125	25	0.085906842	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	EGF	EGFR	EGF/ERBB	0.140625	0.39774153	0.109375	0.22898369	118	0.26730786	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	endothelial	EGF	EGFR	EGF/ERBB	0.140625	0.125	0.109375	0.125	2	0.019311544	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	immune	tumor_like	EGF	EGFR	EGF/ERBB	0.0375	0.515625	0.025	0.234375	25	0.062998351	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	immune	immune	EGF	EGFR	EGF/ERBB	0.0375	0.1875	0.025	0.1125	80	0.030898471	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	EGF	EGFR	EGF/ERBB	0.0375	0.39774153	0.025	0.22898369	127	0.072369523	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	immune	endothelial	EGF	EGFR	EGF/ERBB	0.0375	0.125	0.025	0.125	5	0.0083988725	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	EGF	EGFR	EGF/ERBB	0.063989962	0.515625	0.051442911	0.234375	118	0.15768634	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	immune	EGF	EGFR	EGF/ERBB	0.063989962	0.1875	0.051442911	0.1125	127	0.058215231	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	EGF	EGFR	EGF/ERBB	0.063989962	0.39774153	0.051442911	0.22898369	7616	0.22748871	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	endothelial	EGF	EGFR	EGF/ERBB	0.063989962	0.125	0.051442911	0.125	16	0.022662152	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	tumor_like	HBEGF	EGFR	EGF/ERBB	0.078125	0.515625	0.046875	0.234375	48	0.15677499	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	immune	HBEGF	EGFR	EGF/ERBB	0.078125	0.1875	0.046875	0.1125	25	0.047726024	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	HBEGF	EGFR	EGF/ERBB	0.078125	0.39774153	0.046875	0.22898369	118	0.14850437	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
GSE292299	GSM8855714_NSCLC_P12	NSCLC	stdlib_marker_lr_pilot	tumor_like	endothelial	HBEGF	EGFR	EGF/ERBB	0.078125	0.125	0.046875	0.125	2	0.010728636	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.
