variant	rank_in_variant	candidate_id	dataset	sample_id	cancer	sender_compartment	receiver_compartment	ligand	receptor	pathway	full_v3	confidence_tier_pilot_v3	all_null_gates	both_external	target_activation_support	no_null	no_external	no_recurrence	no_raw_score	no_annotation	equal_weight
no_recurrence	92	GSE283052|GSM8655159_P05|stroma_fibroblast|stroma_fibroblast|COL1A1|ITGA2|ECM-integrin	GSE283052	GSM8655159_P05	colorectal cancer	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.924648	high_pilot_v3	True	True	1			0.9113505111764707			
no_recurrence	93	GSE292299|GSM8855718_NSCLC_P16|tumor_like|tumor_like|SPP1|CD44|SPP1	GSE292299	GSM8855718_NSCLC_P16	NSCLC	tumor_like	tumor_like	SPP1	CD44	SPP1	0.924506	high_pilot_v3	True	True	0			0.9111833988235294			
no_recurrence	94	GSE283052|GSM8655164_P13|stroma_fibroblast|stroma_fibroblast|SPP1|ITGAV|SPP1	GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	stroma_fibroblast	SPP1	ITGAV	SPP1	0.923156	high_pilot_v3	True	True	1			0.9095958323529412			
no_recurrence	95	GSE292299|GSM8855707_NSCLC_P5|stroma_fibroblast|stroma_fibroblast|SPP1|CD44|SPP1	GSE292299	GSM8855707_NSCLC_P5	NSCLC	stroma_fibroblast	stroma_fibroblast	SPP1	CD44	SPP1	0.922908	high_pilot_v3	True	True	1			0.9093033852941176			
no_recurrence	96	GSE292299|GSM8855708_NSCLC_P6|stroma_fibroblast|stroma_fibroblast|CXCL12|CXCR4|CXCL chemokine	GSE292299	GSM8855708_NSCLC_P6	NSCLC	stroma_fibroblast	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.922735	high_pilot_v3	True	True	0			0.9090997347058825			
no_recurrence	97	GSE292299|GSM8855711_NSCLC_P9|stroma_fibroblast|stroma_fibroblast|SPP1|CD44|SPP1	GSE292299	GSM8855711_NSCLC_P9	NSCLC	stroma_fibroblast	stroma_fibroblast	SPP1	CD44	SPP1	0.922659	high_pilot_v3	True	True	1			0.90901094			
no_recurrence	98	GSE283052|GSM8655162_P10|stroma_fibroblast|stroma_fibroblast|COL1A1|ITGA2|ECM-integrin	GSE283052	GSM8655162_P10	colorectal cancer	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.922588	high_pilot_v3	True	True	1			0.9089273829411764			
no_recurrence	99	GSE300445|GSM9060735_AdjIII-0133|stroma_fibroblast|stroma_fibroblast|CXCL12|CXCR4|CXCL chemokine	GSE300445	GSM9060735_AdjIII-0133	melanoma	stroma_fibroblast	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.922162	high_pilot_v3	True	True	1			0.9084260458823528			
no_recurrence	100	GSE292299|GSM8855706_NSCLC_P4|immune|endothelial|SPP1|CD44|SPP1	GSE292299	GSM8855706_NSCLC_P4	NSCLC	immune	endothelial	SPP1	CD44	SPP1	0.921345	high_pilot_v3	True	True	0			0.9074651511764704			
no_recurrence	101	GSE283052|GSM8655158_P04|tumor_like|tumor_like|SPP1|ITGAV|SPP1	GSE283052	GSM8655158_P04	colorectal cancer	tumor_like	tumor_like	SPP1	ITGAV	SPP1	0.921239	high_pilot_v3	True	True	0			0.9073398164705881			
no_recurrence	102	GSE292299|GSM8855708_NSCLC_P6|tumor_like|tumor_like|VEGFA|KDR|VEGF	GSE292299	GSM8855708_NSCLC_P6	NSCLC	tumor_like	tumor_like	VEGFA	KDR	VEGF	0.920999	medium_pilot_v3	False	True	0			0.9070578482352942			
no_recurrence	103	GSE283052|GSM8655167_P18|tumor_like|tumor_like|SPP1|CD44|SPP1	GSE283052	GSM8655167_P18	colorectal cancer	tumor_like	tumor_like	SPP1	CD44	SPP1	0.92099	high_pilot_v3	True	True	0			0.9070473694117648			
no_recurrence	104	GSE292299|GSM8855706_NSCLC_P4|tumor_like|tumor_like|SPP1|CD44|SPP1	GSE292299	GSM8855706_NSCLC_P4	NSCLC	tumor_like	tumor_like	SPP1	CD44	SPP1	0.92088	high_pilot_v3	True	True	0			0.9069170982352941			
no_recurrence	105	GSE300445|GSM9060734_AdjIII-0113|immune|immune|CXCL12|CXCR4|CXCL chemokine	GSE300445	GSM9060734_AdjIII-0113	melanoma	immune	immune	CXCL12	CXCR4	CXCL chemokine	0.845832	medium_pilot_v3	False	True	1			0.9068615052941176			
no_recurrence	106	GSE292299|GSM8855706_NSCLC_P4|stroma_fibroblast|stroma_fibroblast|COL1A1|ITGA2|ECM-integrin	GSE292299	GSM8855706_NSCLC_P4	NSCLC	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.920706	high_pilot_v3	True	True	1			0.9067131447058823			
no_recurrence	107	GSE292299|GSM8855715_NSCLC_P13|stroma_fibroblast|stroma_fibroblast|TGFB1|TGFBR1|TGFB	GSE292299	GSM8855715_NSCLC_P13	NSCLC	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR1	TGFB	0.920609	medium_pilot_v3	False	True	1			0.9065982905882354			
no_recurrence	108	GSE300445|GSM9060732_AdjIII-0019|stroma_fibroblast|stroma_fibroblast|CXCL12|CXCR4|CXCL chemokine	GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.92003	high_pilot_v3	True	True	1			0.905917294117647			
no_recurrence	109	GSE292299|GSM8855703_NSCLC_P1|stroma_fibroblast|stroma_fibroblast|SPP1|CD44|SPP1	GSE292299	GSM8855703_NSCLC_P1	NSCLC	stroma_fibroblast	stroma_fibroblast	SPP1	CD44	SPP1	0.919792	medium_pilot_v3	False	True	1			0.905637394117647			
no_recurrence	110	GSE292299|GSM8855707_NSCLC_P5|stroma_fibroblast|stroma_fibroblast|SPP1|ITGAV|SPP1	GSE292299	GSM8855707_NSCLC_P5	NSCLC	stroma_fibroblast	stroma_fibroblast	SPP1	ITGAV	SPP1	0.919747	high_pilot_v3	True	True	1			0.9055851376470588			
no_recurrence	111	GSE300445|GSM9060732_AdjIII-0019|tumor_like|tumor_like|VEGFA|KDR|VEGF	GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	tumor_like	VEGFA	KDR	VEGF	0.919403	high_pilot_v3	True	True	0			0.9051799029411766			
no_recurrence	112	GSE283052|GSM8655164_P13|stroma_fibroblast|stroma_fibroblast|SPP1|CD44|SPP1	GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	stroma_fibroblast	SPP1	CD44	SPP1	0.918966	high_pilot_v3	True	True	1			0.9046660188235294			
no_recurrence	113	GSE283052|GSM8655168_P24|stroma_fibroblast|stroma_fibroblast|SPP1|CD44|SPP1	GSE283052	GSM8655168_P24	colorectal cancer	stroma_fibroblast	stroma_fibroblast	SPP1	CD44	SPP1	0.918398	high_pilot_v3	True	True	1			0.9039975694117646			
no_recurrence	114	GSE283052|GSM8655166_P17|stroma_fibroblast|stroma_fibroblast|COL1A1|ITGA2|ECM-integrin	GSE283052	GSM8655166_P17	colorectal cancer	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.918327	high_pilot_v3	True	True	1			0.903914014117647			
no_recurrence	115	GSE292299|GSM8855710_NSCLC_P8|tumor_like|tumor_like|COL1A1|ITGA2|ECM-integrin	GSE292299	GSM8855710_NSCLC_P8	NSCLC	tumor_like	tumor_like	COL1A1	ITGA2	ECM-integrin	0.918216	high_pilot_v3	True	True	0			0.9037837429411766			
no_recurrence	116	GSE300445|GSM9060732_AdjIII-0019|tumor_like|tumor_like|HBEGF|EGFR|EGF/ERBB	GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	tumor_like	HBEGF	EGFR	EGF/ERBB	0.91751	high_pilot_v3	True	True	1			0.9029531176470589			
no_recurrence	117	GSE292299|GSM8855709_NSCLC_P7|stroma_fibroblast|stroma_fibroblast|MIF|CD74|MIF	GSE292299	GSM8855709_NSCLC_P7	NSCLC	stroma_fibroblast	stroma_fibroblast	MIF	CD74	MIF	0.917205	medium_pilot_v3	False	True	1			0.9025941864705882			
no_recurrence	118	GSE292299|GSM8855711_NSCLC_P9|tumor_like|tumor_like|VEGFA|KDR|VEGF	GSE292299	GSM8855711_NSCLC_P9	NSCLC	tumor_like	tumor_like	VEGFA	KDR	VEGF	0.917084	high_pilot_v3	True	True	0			0.9024517823529411			
no_recurrence	119	GSE292299|GSM8855714_NSCLC_P12|stroma_fibroblast|stroma_fibroblast|SPP1|CD44|SPP1	GSE292299	GSM8855714_NSCLC_P12	NSCLC	stroma_fibroblast	stroma_fibroblast	SPP1	CD44	SPP1	0.916583	high_pilot_v3	True	True	1			0.90186195			
no_recurrence	120	GSE292299|GSM8855718_NSCLC_P16|tumor_like|tumor_like|SPP1|ITGAV|SPP1	GSE292299	GSM8855718_NSCLC_P16	NSCLC	tumor_like	tumor_like	SPP1	ITGAV	SPP1	0.916445	high_pilot_v3	True	True	0			0.901699775882353			
no_recurrence	121	GSE300445|GSM9060732_AdjIII-0019|stroma_fibroblast|stroma_fibroblast|TGFB1|TGFBR2|TGFB	GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.916253	high_pilot_v3	True	True	1			0.9014742023529412			
no_recurrence	122	GSE292299|GSM8855707_NSCLC_P5|tumor_like|tumor_like|SPP1|ITGAV|SPP1	GSE292299	GSM8855707_NSCLC_P5	NSCLC	tumor_like	tumor_like	SPP1	ITGAV	SPP1	0.915877	high_pilot_v3	True	True	0			0.9010313264705881			
no_recurrence	123	GSE292299|GSM8855707_NSCLC_P5|stroma_fibroblast|stroma_fibroblast|MIF|CD74|MIF	GSE292299	GSM8855707_NSCLC_P5	NSCLC	stroma_fibroblast	stroma_fibroblast	MIF	CD74	MIF	0.91577	high_pilot_v3	True	True	1			0.9009059935294118			
no_recurrence	124	GSE292299|GSM8855712_NSCLC_P10|tumor_like|tumor_like|SPP1|CD44|SPP1	GSE292299	GSM8855712_NSCLC_P10	NSCLC	tumor_like	tumor_like	SPP1	CD44	SPP1	0.915699	high_pilot_v3	True	True	1			0.9008224364705881			
no_recurrence	125	GSE292299|GSM8855716_NSCLC_P14|stroma_fibroblast|stroma_fibroblast|MIF|CD74|MIF	GSE292299	GSM8855716_NSCLC_P14	NSCLC	stroma_fibroblast	stroma_fibroblast	MIF	CD74	MIF	0.91545	high_pilot_v3	True	True	1			0.9005299894117645			
no_recurrence	126	GSE292299|GSM8855719_DLBCL_P1|immune|immune|CXCL9|CXCR3|CXCL chemokine	GSE292299	GSM8855719_DLBCL_P1	DLBCL	immune	immune	CXCL9	CXCR3	CXCL chemokine	0.914705	high_pilot_v3	True	True	1			0.89965265			
no_recurrence	127	GSE283052|GSM8655168_P24|stroma_fibroblast|stroma_fibroblast|SPP1|ITGAV|SPP1	GSE283052	GSM8655168_P24	colorectal cancer	stroma_fibroblast	stroma_fibroblast	SPP1	ITGAV	SPP1	0.914592	high_pilot_v3	True	True	1			0.8995200094117648			
no_recurrence	128	GSE283052|GSM8655167_P18|stroma_fibroblast|stroma_fibroblast|SPP1|ITGAV|SPP1	GSE283052	GSM8655167_P18	colorectal cancer	stroma_fibroblast	stroma_fibroblast	SPP1	ITGAV	SPP1	0.914492	high_pilot_v3	True	True	1			0.8994019823529412			
no_recurrence	129	GSE292299|GSM8855709_NSCLC_P7|tumor_like|tumor_like|TGFB1|TGFBR2|TGFB	GSE292299	GSM8855709_NSCLC_P7	NSCLC	tumor_like	tumor_like	TGFB1	TGFBR2	TGFB	0.914314	high_pilot_v3	True	True	0			0.8991930923529412			
no_recurrence	130	GSE300445|GSM9060733_AdjIII-0022|tumor_like|tumor_like|TGFB1|TGFBR1|TGFB	GSE300445	GSM9060733_AdjIII-0022	melanoma	tumor_like	tumor_like	TGFB1	TGFBR1	TGFB	0.914033	medium_pilot_v3	False	True	0			0.8988620388235294			
no_recurrence	131	GSE283052|GSM8655159_P05|stroma_fibroblast|stroma_fibroblast|SPP1|ITGAV|SPP1	GSE283052	GSM8655159_P05	colorectal cancer	stroma_fibroblast	stroma_fibroblast	SPP1	ITGAV	SPP1	0.913959	high_pilot_v3	True	True	1			0.8987753105882353			
no_recurrence	132	GSE283052|GSM8655163_P11|stroma_fibroblast|stroma_fibroblast|COL1A1|ITGA2|ECM-integrin	GSE283052	GSM8655163_P11	colorectal cancer	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.913727	high_pilot_v3	True	True	1			0.89850272			
no_recurrence	133	GSE292299|GSM8855707_NSCLC_P5|tumor_like|immune|MIF|CD74|MIF	GSE292299	GSM8855707_NSCLC_P5	NSCLC	tumor_like	immune	MIF	CD74	MIF	0.913568	high_pilot_v3	True	True	1			0.8983157529411765			
no_recurrence	134	GSE292299|GSM8855720_DLBCL_P2|immune|immune|CXCL12|CXCR4|CXCL chemokine	GSE292299	GSM8855720_DLBCL_P2	DLBCL	immune	immune	CXCL12	CXCR4	CXCL chemokine	0.913497	high_pilot_v3	True	True	1			0.8982321958823528			
no_recurrence	135	GSE292299|GSM8855720_DLBCL_P2|immune|immune|CXCL9|CXCR3|CXCL chemokine	GSE292299	GSM8855720_DLBCL_P2	DLBCL	immune	immune	CXCL9	CXCR3	CXCL chemokine	0.91332	high_pilot_v3	True	True	1			0.8980233058823529			
no_recurrence	136	GSE283052|GSM8655159_P05|stroma_fibroblast|stroma_fibroblast|SPP1|CD44|SPP1	GSE283052	GSM8655159_P05	colorectal cancer	stroma_fibroblast	stroma_fibroblast	SPP1	CD44	SPP1	0.913071	high_pilot_v3	True	True	1			0.8977308588235293			
no_recurrence	137	GSE292299|GSM8855712_NSCLC_P10|tumor_like|tumor_like|HBEGF|EGFR|EGF/ERBB	GSE292299	GSM8855712_NSCLC_P10	NSCLC	tumor_like	tumor_like	HBEGF	EGFR	EGF/ERBB	0.912894	high_pilot_v3	True	True	1			0.8975219688235294			
no_recurrence	138	GSE292299|GSM8855715_NSCLC_P13|stroma_fibroblast|stroma_fibroblast|TGFB1|TGFBR2|TGFB	GSE292299	GSM8855715_NSCLC_P13	NSCLC	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.912516	medium_pilot_v3	False	True	1			0.8970781294117648			
no_recurrence	139	GSE300445|GSM9060734_AdjIII-0113|immune|immune|JAG1|NOTCH2|NOTCH	GSE300445	GSM9060734_AdjIII-0113	melanoma	immune	immune	JAG1	NOTCH2	NOTCH	0.837359	high_pilot_v3	True	True	0			0.8968932288235294			
no_recurrence	140	GSE283052|GSM8655160_P07|tumor_like|tumor_like|JAG1|NOTCH2|NOTCH	GSE283052	GSM8655160_P07	colorectal cancer	tumor_like	tumor_like	JAG1	NOTCH2	NOTCH	0.912325	high_pilot_v3	True	True	1			0.8968535194117646			
no_recurrence	141	GSE292299|GSM8855704_NSCLC_P2|tumor_like|tumor_like|TGFB1|TGFBR1|TGFB	GSE292299	GSM8855704_NSCLC_P2	NSCLC	tumor_like	tumor_like	TGFB1	TGFBR1	TGFB	0.912148	high_pilot_v3	True	True	0			0.8966446294117646			
no_recurrence	142	GSE300445|GSM9060735_AdjIII-0133|stroma_fibroblast|stroma_fibroblast|VEGFA|KDR|VEGF	GSE300445	GSM9060735_AdjIII-0133	melanoma	stroma_fibroblast	stroma_fibroblast	VEGFA	KDR	VEGF	0.911766	medium_pilot_v3	False	True	1			0.8961955488235295			
no_recurrence	143	GSE292299|GSM8855703_NSCLC_P1|stroma_fibroblast|stroma_fibroblast|CXCL12|CXCR4|CXCL chemokine	GSE292299	GSM8855703_NSCLC_P1	NSCLC	stroma_fibroblast	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.91162	high_pilot_v3	True	True	1			0.8960231970588236			
no_recurrence	144	GSE292299|GSM8855708_NSCLC_P6|tumor_like|tumor_like|SPP1|CD44|SPP1	GSE292299	GSM8855708_NSCLC_P6	NSCLC	tumor_like	tumor_like	SPP1	CD44	SPP1	0.911326	medium_pilot_v3	False	True	0			0.895677528235294			
no_recurrence	145	GSE292299|GSM8855718_NSCLC_P16|tumor_like|tumor_like|COL1A1|ITGA2|ECM-integrin	GSE292299	GSM8855718_NSCLC_P16	NSCLC	tumor_like	tumor_like	COL1A1	ITGA2	ECM-integrin	0.910955	medium_pilot_v3	False	True	0			0.8952412447058822			
no_recurrence	146	GSE292299|GSM8855709_NSCLC_P7|tumor_like|tumor_like|VEGFA|KDR|VEGF	GSE292299	GSM8855709_NSCLC_P7	NSCLC	tumor_like	tumor_like	VEGFA	KDR	VEGF	0.910137	medium_pilot_v3	False	True	0			0.8942789970588235			
no_recurrence	147	GSE300445|GSM9060735_AdjIII-0133|stroma_fibroblast|stroma_fibroblast|TGFB1|TGFBR2|TGFB	GSE300445	GSM9060735_AdjIII-0133	melanoma	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.909849	medium_pilot_v3	False	True	1			0.8939395329411763			
no_recurrence	148	GSE300445|GSM9060734_AdjIII-0113|tumor_like|tumor_like|SPP1|ITGAV|SPP1	GSE300445	GSM9060734_AdjIII-0113	melanoma	tumor_like	tumor_like	SPP1	ITGAV	SPP1	0.909813	medium_pilot_v3	False	True	0			0.8938980564705882			
no_recurrence	149	GSE292299|GSM8855711_NSCLC_P9|tumor_like|tumor_like|SPP1|CD44|SPP1	GSE292299	GSM8855711_NSCLC_P9	NSCLC	tumor_like	tumor_like	SPP1	CD44	SPP1	0.909771	medium_pilot_v3	False	True	0			0.89384867			
no_recurrence	150	GSE292299|GSM8855709_NSCLC_P7|stroma_fibroblast|stroma_fibroblast|SPP1|CD44|SPP1	GSE292299	GSM8855709_NSCLC_P7	NSCLC	stroma_fibroblast	stroma_fibroblast	SPP1	CD44	SPP1	0.909065	medium_pilot_v3	False	True	1			0.8930171270588234			
no_recurrence	151	GSE283052|GSM8655165_P15|tumor_like|tumor_like|SPP1|CD44|SPP1	GSE283052	GSM8655165_P15	colorectal cancer	tumor_like	tumor_like	SPP1	CD44	SPP1	0.909023	high_pilot_v3	True	True	0			0.8929681576470588			
no_recurrence	152	GSE292299|GSM8855708_NSCLC_P6|tumor_like|tumor_like|TGFB1|TGFBR1|TGFB	GSE292299	GSM8855708_NSCLC_P6	NSCLC	tumor_like	tumor_like	TGFB1	TGFBR1	TGFB	0.908987	high_pilot_v3	True	True	0			0.8929263799999999			
no_recurrence	153	GSE292299|GSM8855719_DLBCL_P1|immune|immune|CXCL12|CXCR4|CXCL chemokine	GSE292299	GSM8855719_DLBCL_P1	DLBCL	immune	immune	CXCL12	CXCR4	CXCL chemokine	0.90872	high_pilot_v3	True	True	1			0.8926120099999999			
no_recurrence	154	GSE292299|GSM8855717_NSCLC_P15|tumor_like|tumor_like|SPP1|CD44|SPP1	GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	tumor_like	SPP1	CD44	SPP1	0.908632	high_pilot_v3	True	True	0			0.8925086			
no_recurrence	155	GSE300445|GSM9060733_AdjIII-0022|tumor_like|tumor_like|TGFB1|TGFBR2|TGFB	GSE300445	GSM9060733_AdjIII-0022	melanoma	tumor_like	tumor_like	TGFB1	TGFBR2	TGFB	0.908267	medium_pilot_v3	False	True	0			0.8920793741176472			
no_recurrence	156	GSE292299|GSM8855711_NSCLC_P9|stroma_fibroblast|stroma_fibroblast|SPP1|ITGAV|SPP1	GSE292299	GSM8855711_NSCLC_P9	NSCLC	stroma_fibroblast	stroma_fibroblast	SPP1	ITGAV	SPP1	0.908021	high_pilot_v3	True	True	1			0.8917889970588234			
no_recurrence	157	GSE292299|GSM8855717_NSCLC_P15|immune|immune|SPP1|CD44|SPP1	GSE292299	GSM8855717_NSCLC_P15	NSCLC	immune	immune	SPP1	CD44	SPP1	0.90782	high_pilot_v3	True	True	1			0.8915529429411765			
no_recurrence	158	GSE292299|GSM8855717_NSCLC_P15|immune|immune|CCL2|CCR2|CCL chemokine	GSE292299	GSM8855717_NSCLC_P15	NSCLC	immune	immune	CCL2	CCR2	CCL chemokine	0.907567	high_pilot_v3	True	True	1			0.8912552582352941			
no_recurrence	159	GSE292299|GSM8855703_NSCLC_P1|stroma_fibroblast|stroma_fibroblast|SPP1|ITGAV|SPP1	GSE292299	GSM8855703_NSCLC_P1	NSCLC	stroma_fibroblast	stroma_fibroblast	SPP1	ITGAV	SPP1	0.907242	medium_pilot_v3	False	True	1			0.8908730511764706			
no_recurrence	160	GSE292299|GSM8855715_NSCLC_P13|tumor_like|tumor_like|HBEGF|EGFR|EGF/ERBB	GSE292299	GSM8855715_NSCLC_P13	NSCLC	tumor_like	tumor_like	HBEGF	EGFR	EGF/ERBB	0.906762	medium_pilot_v3	False	True	1			0.8903080117647058			
no_recurrence	161	GSE292299|GSM8855715_NSCLC_P13|stroma_fibroblast|stroma_fibroblast|CXCL12|CXCR4|CXCL chemokine	GSE292299	GSM8855715_NSCLC_P13	NSCLC	stroma_fibroblast	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.906626	medium_pilot_v3	False	True	0			0.8901482070588235			
no_recurrence	162	GSE292299|GSM8855719_DLBCL_P1|immune|immune|TGFB1|TGFBR2|TGFB	GSE292299	GSM8855719_DLBCL_P1	DLBCL	immune	immune	TGFB1	TGFBR2	TGFB	0.906028	high_pilot_v3	True	True	0			0.8894441847058824			
no_recurrence	163	GSE300445|GSM9060732_AdjIII-0019|stroma_fibroblast|stroma_fibroblast|JAG1|NOTCH2|NOTCH	GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	stroma_fibroblast	JAG1	NOTCH2	NOTCH	0.905834	medium_pilot_v3	False	True	0			0.8892165429411765			
no_recurrence	164	GSE292299|GSM8855704_NSCLC_P2|tumor_like|tumor_like|HBEGF|EGFR|EGF/ERBB	GSE292299	GSM8855704_NSCLC_P2	NSCLC	tumor_like	tumor_like	HBEGF	EGFR	EGF/ERBB	0.905825	high_pilot_v3	True	True	1			0.8892060641176471			
no_recurrence	165	GSE283052|GSM8655158_P04|stroma_fibroblast|stroma_fibroblast|SPP1|ITGAV|SPP1	GSE283052	GSM8655158_P04	colorectal cancer	stroma_fibroblast	stroma_fibroblast	SPP1	ITGAV	SPP1	0.905743	medium_pilot_v3	False	True	0			0.8891097529411764			
no_recurrence	166	GSE292299|GSM8855714_NSCLC_P12|tumor_like|tumor_like|VEGFA|KDR|VEGF	GSE292299	GSM8855714_NSCLC_P12	NSCLC	tumor_like	tumor_like	VEGFA	KDR	VEGF	0.905294	high_pilot_v3	True	True	0			0.8885814605882354			
no_recurrence	167	GSE283052|GSM8655161_P09|stroma_fibroblast|stroma_fibroblast|SPP1|CD44|SPP1	GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	stroma_fibroblast	SPP1	CD44	SPP1	0.905223	high_pilot_v3	True	True	1			0.8884979052941178			
no_recurrence	168	GSE292299|GSM8855718_NSCLC_P16|stroma_fibroblast|stroma_fibroblast|CXCL12|CXCR4|CXCL chemokine	GSE292299	GSM8855718_NSCLC_P16	NSCLC	stroma_fibroblast	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.904856	high_pilot_v3	True	True	0			0.8880655082352942			
no_recurrence	169	GSE283052|GSM8655164_P13|immune|immune|CXCL12|CXCR4|CXCL chemokine	GSE283052	GSM8655164_P13	colorectal cancer	immune	immune	CXCL12	CXCR4	CXCL chemokine	0.879797	high_pilot_v3	True	True	1			0.8879965682352942			
no_recurrence	170	GSE283052|GSM8655158_P04|tumor_like|tumor_like|COL1A1|ITGA2|ECM-integrin	GSE283052	GSM8655158_P04	colorectal cancer	tumor_like	tumor_like	COL1A1	ITGA2	ECM-integrin	0.904374	medium_pilot_v3	False	True	0			0.8874987035294117			
no_recurrence	171	GSE283052|GSM8655167_P18|immune|immune|CXCL12|CXCR4|CXCL chemokine	GSE283052	GSM8655167_P18	colorectal cancer	immune	immune	CXCL12	CXCR4	CXCL chemokine	0.87898	high_pilot_v3	True	True	0			0.8870356717647058			
no_recurrence	172	GSE292299|GSM8855712_NSCLC_P10|tumor_like|tumor_like|COL1A1|ITGA2|ECM-integrin	GSE292299	GSM8855712_NSCLC_P10	NSCLC	tumor_like	tumor_like	COL1A1	ITGA2	ECM-integrin	0.903043	high_pilot_v3	True	True	1			0.8859327588235295			
no_recurrence	173	GSE283052|GSM8655164_P13|stroma_fibroblast|stroma_fibroblast|TGFB1|TGFBR2|TGFB	GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.90295	high_pilot_v3	True	True	1			0.8858241076470588			
no_recurrence	174	GSE292299|GSM8855713_NSCLC_P11|tumor_like|tumor_like|COL1A1|ITGA2|ECM-integrin	GSE292299	GSM8855713_NSCLC_P11	NSCLC	tumor_like	tumor_like	COL1A1	ITGA2	ECM-integrin	0.902903	medium_pilot_v3	False	True	0			0.8857688176470587			
no_recurrence	175	GSE292299|GSM8855714_NSCLC_P12|stroma_fibroblast|stroma_fibroblast|SPP1|ITGAV|SPP1	GSE292299	GSM8855714_NSCLC_P12	NSCLC	stroma_fibroblast	stroma_fibroblast	SPP1	ITGAV	SPP1	0.902604	medium_pilot_v3	False	True	1			0.8854168064705883			
no_recurrence	176	GSE300445|GSM9060733_AdjIII-0022|tumor_like|tumor_like|HBEGF|EGFR|EGF/ERBB	GSE300445	GSM9060733_AdjIII-0022	melanoma	tumor_like	tumor_like	HBEGF	EGFR	EGF/ERBB	0.902226	high_pilot_v3	True	True	1			0.8849718623529411			
no_recurrence	177	GSE283052|GSM8655161_P09|stroma_fibroblast|stroma_fibroblast|TGFB1|TGFBR2|TGFB	GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.902098	high_pilot_v3	True	True	1			0.8848214335294117			
no_recurrence	178	GSE283052|GSM8655159_P05|tumor_like|tumor_like|SPP1|CD44|SPP1	GSE283052	GSM8655159_P05	colorectal cancer	tumor_like	tumor_like	SPP1	CD44	SPP1	0.901965	medium_pilot_v3	False	True	0			0.8846648000000001			
no_recurrence	179	GSE292299|GSM8855719_DLBCL_P1|immune|immune|SPP1|CD44|SPP1	GSE292299	GSM8855719_DLBCL_P1	DLBCL	immune	immune	SPP1	CD44	SPP1	0.901814	high_pilot_v3	True	True	1			0.8844872088235294			
no_recurrence	180	GSE292299|GSM8855717_NSCLC_P15|immune|immune|SPP1|ITGAV|SPP1	GSE292299	GSM8855717_NSCLC_P15	NSCLC	immune	immune	SPP1	ITGAV	SPP1	0.901566	high_pilot_v3	True	True	1			0.8841947635294116			
no_recurrence	181	GSE292299|GSM8855703_NSCLC_P1|stroma_fibroblast|stroma_fibroblast|TGFB1|TGFBR2|TGFB	GSE292299	GSM8855703_NSCLC_P1	NSCLC	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.901564	high_pilot_v3	True	True	1			0.8841926952941177			
no_recurrence	182	GSE283052|GSM8655168_P24|stroma_fibroblast|stroma_fibroblast|TGFB1|TGFBR2|TGFB	GSE283052	GSM8655168_P24	colorectal cancer	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.901346	high_pilot_v3	True	True	1			0.8839367864705883			
no_recurrence	183	GSE283052|GSM8655163_P11|immune|immune|CXCL12|CXCR4|CXCL chemokine	GSE283052	GSM8655163_P11	colorectal cancer	immune	immune	CXCL12	CXCR4	CXCL chemokine	0.876068	high_pilot_v3	True	True	1			0.8836098694117647			
