dataset	sample_id	cancer	sender_compartment	receiver_compartment	ligand	receptor	pathway	method_support_count	method_support_label	stdlib_supported	commot_supported	liana_supported	external_method_support_count	external_method_support_fraction	stdlib_pilot_score	stdlib_adjacency_enrichment	commot_mean_score	liana_lr_means	liana_cellphone_pvals	sender_spots	receiver_spots
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	ambiguous_or_low_signal	HBEGF	EGFR	EGF/ERBB	2	commot+liana	0	1	1	2	1.0	0.0	0.0	1.5323731290722716e-05	0.08990020662057797	0.99	340	417
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	ambiguous_or_low_signal	JAG1	NOTCH2	NOTCH	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.00013235267517302203	0.32859923740324737	0.0	340	417
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	ambiguous_or_low_signal	MIF	CD74	MIF	2	commot+liana	0	1	1	2	1.0	0.0	0.0	4.7349398304727454e-05	1.7285972027201466	0.99	340	417
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	ambiguous_or_low_signal	SPP1	CD44	SPP1	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.0002495866878796985	0.6308091433332678	0.12	340	417
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	ambiguous_or_low_signal	SPP1	ITGAV	SPP1	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.00012695871208599446	0.3751446099508425	0.0	340	417
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	ambiguous_or_low_signal	TGFB1	TGFBR1	TGFB	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.00016212090646775023	0.37129250389575663	0.0	340	417
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	ambiguous_or_low_signal	TGFB1	TGFBR2	TGFB	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.0002416784064003499	0.42447015178600894	0.0	340	417
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	ambiguous_or_low_signal	VEGFA	KDR	VEGF	1	commot	0	1	0	1	0.5	0.0	0.0	1.520257006213491e-07	0.0	1.0	340	417
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	ambiguous_or_low_signal	WNT5A	FZD5	WNT	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.00010268762903464456	0.15267381791039777	0.03	340	417
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	immune	CXCL12	CXCR4	CXCL chemokine	2	stdlib+liana	1	0	1	1	0.5	0.030603582	0.0	0.0	0.46906340742605357	0.0		
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	immune	DLL4	NOTCH1	NOTCH	2	stdlib+liana	1	0	1	1	0.5	0.0084423674	0.0	0.0	0.08498045708970099	0.99		
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	immune	EGF	EGFR	EGF/ERBB	1	stdlib	1	0	0	0	0.0	0.00011108378	0.0	0.0	0.0	1.0		
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	immune	HBEGF	EGFR	EGF/ERBB	2	stdlib+liana	1	0	1	1	0.5	0.0016662567	0.0	0.0	0.05864094312105199	0.83		
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	immune	JAG1	NOTCH2	NOTCH	2	stdlib+liana	1	0	1	1	0.5	0.017940031	0.0	0.0	0.2545118232001956	0.48		
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	immune	MIF	CD74	MIF	3	stdlib+commot+liana	1	1	1	2	1.0	83.511621	0.0	6.995298244668419e-06	2.663428187005616	0.0	340	12
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	immune	SPP1	CD44	SPP1	2	stdlib+liana	1	0	1	1	0.5	0.10897319	0.0	0.0	0.4070883944046539	0.93		
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	immune	SPP1	ITGAV	SPP1	2	stdlib+liana	1	0	1	1	0.5	0.018162198	0.0	0.0	0.2617753479815168	0.45		
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	immune	TGFB1	TGFBR1	TGFB	2	stdlib+liana	1	0	1	1	0.5	0.08431259	0.0	0.0	0.3025812951600693	0.24		
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	immune	TGFB1	TGFBR2	TGFB	2	stdlib+liana	1	0	1	1	0.5	0.028104197	0.0	0.0	0.2751003301239893	0.79		
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	immune	WNT5A	FZD5	WNT	2	stdlib+liana	1	0	1	1	0.5	0.0089422444	0.0	0.0	0.11744026564485152	0.55		
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	stroma_fibroblast	CCL2	CCR2	CCL chemokine	2	stdlib+commot	1	1	0	1	0.5	0.0027084642	0.0	2.595155709342556e-05	0.0	1.0	340	340
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	3	stdlib+commot+liana	1	1	1	2	1.0	66.964792	0.0	0.002129613416254144	1.592458489808576	0.0	340	340
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	3	stdlib+commot+liana	1	1	1	2	1.0	0.15505957	0.0	0.00020221362150373606	0.1580679442993924	0.57	340	340
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	stroma_fibroblast	CXCL9	CXCR3	CXCL chemokine	1	stdlib	1	0	0	0	0.0	0.00093395317	0.0	0.0	0.0	1.0		
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	stroma_fibroblast	DLL4	NOTCH1	NOTCH	3	stdlib+commot+liana	1	1	1	2	1.0	0.60510826	0.0	0.0005781715735976587	0.2802611234741576	0.02	340	340
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	stroma_fibroblast	EGF	EGFR	EGF/ERBB	1	stdlib	1	0	0	0	0.0	0.0031754408	0.0	0.0	0.0	1.0		
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	stroma_fibroblast	HBEGF	EGFR	EGF/ERBB	3	stdlib+commot+liana	1	1	1	2	1.0	0.047631612	0.0	0.00011749063626831187	0.08009636947979905	1.0	340	340
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	stroma_fibroblast	JAG1	NOTCH2	NOTCH	3	stdlib+commot+liana	1	1	1	2	1.0	1.5460427	0.0	0.0013332184334096855	0.3551547448437416	0.0	340	340
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	stroma_fibroblast	MIF	CD74	MIF	3	stdlib+commot+liana	1	1	1	2	1.0	254.92754	0.0	0.016658551447599642	1.8970465936504695	0.03	340	340
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	stroma_fibroblast	SPP1	CD44	SPP1	3	stdlib+commot+liana	1	1	1	2	1.0	5.2529262	0.0	0.0015249612784595129	0.5909562741460053	0.66	340	340
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	stroma_fibroblast	SPP1	ITGAV	SPP1	3	stdlib+commot+liana	1	1	1	2	1.0	3.3136191	0.0	0.0013310420441927078	0.4679122830528108	0.0	340	340
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR1	TGFB	3	stdlib+commot+liana	1	1	1	2	1.0	3.0008849	0.0	0.0016733183693023019	0.3993858187245389	0.0	340	340
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR2	TGFB	3	stdlib+commot+liana	1	1	1	2	1.0	4.0760051	0.0	0.0021551931073642326	0.48080854017949065	0.0	340	340
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	stroma_fibroblast	VEGFA	KDR	VEGF	3	stdlib+commot+liana	1	1	1	2	1.0	0.33799765	0.0	0.0002667790124362646	0.27315038143243464	1.0	340	340
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	stroma_fibroblast	WNT5A	FZD5	WNT	3	stdlib+commot+liana	1	1	1	2	1.0	0.21051304	0.0	0.00031999932546282256	0.13533115879506585	0.25	340	340
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	tumor_like	CCL2	CCR2	CCL chemokine	1	stdlib	1	0	0	0	0.0	0.00054762841	0.0	0.0	0.0	1.0		
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	tumor_like	COL1A1	ITGA2	ECM-integrin	3	stdlib+commot+liana	1	1	1	2	1.0	46.992579	0.0	1.7286744884355816e-05	1.5346958639015804	0.0	340	1546
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	tumor_like	CXCL12	CXCR4	CXCL chemokine	3	stdlib+commot+liana	1	1	1	2	1.0	0.17644587	0.0	4.90685927437526e-06	0.17890062084698394	0.0	340	1546
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	tumor_like	CXCL9	CXCR3	CXCL chemokine	1	stdlib	1	0	0	0	0.0	0.00015106991	0.0	0.0	0.0	1.0		
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	tumor_like	DLL4	NOTCH1	NOTCH	3	stdlib+commot+liana	1	1	1	2	1.0	0.64209242	0.0	6.833978284304285e-06	0.27877881646892805	0.0	340	1546
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	tumor_like	EGF	EGFR	EGF/ERBB	1	stdlib	1	0	0	0	0.0	0.0081200075	0.0	0.0	0.0	1.0		
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	tumor_like	HBEGF	EGFR	EGF/ERBB	3	stdlib+commot+liana	1	1	1	2	1.0	0.12180011	0.0	1.3783624401115348e-05	0.12694857254665903	0.0	340	1546
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	tumor_like	JAG1	NOTCH2	NOTCH	3	stdlib+commot+liana	1	1	1	2	1.0	1.0393459	0.0	6.195464620013307e-05	0.312157078995133	0.0	340	1546
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	tumor_like	MIF	CD74	MIF	3	stdlib+commot+liana	1	1	1	2	1.0	66.036746	0.0	9.963773142892951e-06	1.5288070635951754	1.0	340	1546
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	tumor_like	SPP1	CD44	SPP1	3	stdlib+commot+liana	1	1	1	2	1.0	11.042104	0.0	5.680846521579564e-05	0.7807791053055089	0.0	340	1546
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	tumor_like	SPP1	ITGAV	SPP1	3	stdlib+commot+liana	1	1	1	2	1.0	2.2254637	0.0	3.0428919313799155e-05	0.37621602091932854	0.0	340	1546
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	tumor_like	TGFB1	TGFBR1	TGFB	3	stdlib+commot+liana	1	1	1	2	1.0	3.0461887	0.0	0.00011207346368836948	0.4049978900363344	0.0	340	1546
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	tumor_like	TGFB1	TGFBR2	TGFB	3	stdlib+commot+liana	1	1	1	2	1.0	4.8654934	0.0	0.00016390085432538455	0.4939446126684416	0.0	340	1546
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	tumor_like	VEGFA	KDR	VEGF	2	stdlib+commot	1	1	0	1	0.5	0.063370049	0.0	6.700670460973069e-07	0.0	1.0	340	1546
GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	tumor_like	WNT5A	FZD5	WNT	3	stdlib+commot+liana	1	1	1	2	1.0	0.5436024	0.0	8.378145447764378e-05	0.18110927858133757	0.0	340	1546
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	ambiguous_or_low_signal	COL1A1	ITGA2	ECM-integrin	2	commot+liana	0	1	1	2	1.0	0.0	0.0	2.018624339008192e-06	0.6508835225639441	1.0	1546	417
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	ambiguous_or_low_signal	CXCL12	CXCR4	CXCL chemokine	1	commot	0	1	0	1	0.5	0.0	0.0	5.09894285475296e-08	0.0	1.0	1546	417
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	ambiguous_or_low_signal	DLL4	NOTCH1	NOTCH	2	commot+liana	0	1	1	2	1.0	0.0	0.0	9.385324959698116e-06	0.22190337575508773	1.0	1546	417
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	ambiguous_or_low_signal	HBEGF	EGFR	EGF/ERBB	2	commot+liana	0	1	1	2	1.0	0.0	0.0	1.137163671744192e-05	0.0946092641414253	0.99	1546	417
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	ambiguous_or_low_signal	JAG1	NOTCH2	NOTCH	2	commot+liana	0	1	1	2	1.0	0.0	0.0	3.594666574696455e-05	0.25724275600656193	0.39	1546	417
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	ambiguous_or_low_signal	MIF	CD74	MIF	2	commot+liana	0	1	1	2	1.0	0.0	0.0	5.0098157689196994e-05	1.97714028499551	0.0	1546	417
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	ambiguous_or_low_signal	SPP1	CD44	SPP1	2	commot+liana	0	1	1	2	1.0	0.0	0.0	4.044274895115888e-06	0.4772283914081546	1.0	1546	417
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	ambiguous_or_low_signal	SPP1	ITGAV	SPP1	2	commot+liana	0	1	1	2	1.0	0.0	0.0	1.3308304420930789e-05	0.22157751172647283	1.0	1546	417
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	ambiguous_or_low_signal	TGFB1	TGFBR1	TGFB	2	commot+liana	0	1	1	2	1.0	0.0	0.0	1.2047820990398747e-05	0.19549016667976	1.0	1546	417
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	ambiguous_or_low_signal	TGFB1	TGFBR2	TGFB	2	commot+liana	0	1	1	2	1.0	0.0	0.0	1.538366315657393e-05	0.24866497773014445	1.0	1546	417
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	ambiguous_or_low_signal	VEGFA	KDR	VEGF	1	commot	0	1	0	1	0.5	0.0	0.0	3.058489960772323e-06	0.0	1.0	1546	417
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	ambiguous_or_low_signal	WNT5A	FZD5	WNT	2	commot+liana	0	1	1	2	1.0	0.0	0.0	1.2419112478446734e-05	0.09899620303913563	1.0	1546	417
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	immune	CXCL12	CXCR4	CXCL chemokine	1	stdlib	1	0	0	0	0.0	0.0079484036	0.0	0.0	0.0	1.0		
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	immune	DLL4	NOTCH1	NOTCH	2	stdlib+liana	1	0	1	1	0.5	0.0087253152	0.0	0.0	0.061984666832154686	1.0		
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	immune	EGF	EGFR	EGF/ERBB	1	stdlib	1	0	0	0	0.0	1.4940608e-05	0.0	0.0	0.0	1.0		
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	immune	HBEGF	EGFR	EGF/ERBB	2	stdlib+liana	1	0	1	1	0.5	0.0046465292	0.0	0.0	0.06280157783314347	0.79		
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	immune	JAG1	NOTCH2	NOTCH	2	stdlib+liana	1	0	1	1	0.5	0.021320248	0.0	0.0	0.18199176638936368	0.93		
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	immune	MIF	CD74	MIF	3	stdlib+commot+liana	1	1	1	2	1.0	269.61913	0.0	0.00024166869280446446	2.8864777370924446	0.0	1546	12
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	immune	SPP1	CD44	SPP1	2	stdlib+liana	1	0	1	1	0.5	0.032361357	0.0	0.0	0.25217629252922347	1.0		
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	immune	SPP1	ITGAV	SPP1	2	stdlib+liana	1	0	1	1	0.5	0.0053935596	0.0	0.0	0.10807890810445181	1.0		
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	immune	TGFB1	TGFBR1	TGFB	2	stdlib+liana	1	0	1	1	0.5	0.028596324	0.0	0.0	0.12660352596099453	1.0		
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	immune	TGFB1	TGFBR2	TGFB	2	stdlib+liana	1	0	1	1	0.5	0.009532108	0.0	0.0	0.09935246615274894	1.0		
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	immune	WNT5A	FZD5	WNT	2	stdlib+liana	1	0	1	1	0.5	0.0069175016	0.0	0.0	0.06350157828369334	0.95		
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	stroma_fibroblast	CCL2	CCR2	CCL chemokine	1	stdlib	1	0	0	0	0.0	0.00057406565	0.0	0.0	0.0	1.0		
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	3	stdlib+commot+liana	1	1	1	2	1.0	8.2204236	0.0	1.1505264622827602e-06	0.7447852507493185	1.0	1546	340
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	2	stdlib+commot	1	1	0	1	0.5	0.024216506	0.0	5.31826700153085e-07	0.0	1.0	1546	340
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	stroma_fibroblast	CXCL9	CXCR3	CXCL chemokine	1	stdlib	1	0	0	0	0.0	0.00013218617	0.0	0.0	0.0	1.0		
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	stroma_fibroblast	DLL4	NOTCH1	NOTCH	3	stdlib+commot+liana	1	1	1	2	1.0	0.37605832	0.0	4.114757352561531e-06	0.2576450792160639	0.33	1546	340
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	stroma_fibroblast	EGF	EGFR	EGF/ERBB	1	stdlib	1	0	0	0	0.0	0.00025681884	0.0	0.0	0.0	1.0		
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	stroma_fibroblast	HBEGF	EGFR	EGF/ERBB	3	stdlib+commot+liana	1	1	1	2	1.0	0.07987066	0.0	5.351832866195654e-06	0.08480071734889702	1.0	1546	340
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	stroma_fibroblast	JAG1	NOTCH2	NOTCH	3	stdlib+commot+liana	1	1	1	2	1.0	1.1048309	0.0	4.1721996687103444e-05	0.28377893797489545	0.0	1546	340
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	stroma_fibroblast	MIF	CD74	MIF	3	stdlib+commot+liana	1	1	1	2	1.0	494.90949	0.0	9.682554783239446e-05	2.14544855087105	0.0	1546	340
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	stroma_fibroblast	SPP1	CD44	SPP1	3	stdlib+commot+liana	1	1	1	2	1.0	0.93802326	0.0	1.2591580154557764e-06	0.43734986097453155	1.0	1546	340
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	stroma_fibroblast	SPP1	ITGAV	SPP1	3	stdlib+commot+liana	1	1	1	2	1.0	0.59171816	0.0	1.0186219365274393e-05	0.3143200655419652	0.01	1546	340
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	stroma_fibroblast	TGFB1	TGFBR1	TGFB	3	stdlib+commot+liana	1	1	1	2	1.0	0.61202951	0.0	1.0072996518187782e-05	0.22356733171224005	1.0	1546	340
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	stroma_fibroblast	TGFB1	TGFBR2	TGFB	3	stdlib+commot+liana	1	1	1	2	1.0	0.83129993	0.0	7.351559052368692e-06	0.30498065937793867	0.97	1546	340
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	stroma_fibroblast	VEGFA	KDR	VEGF	3	stdlib+commot+liana	1	1	1	2	1.0	0.87508754	0.0	1.649473982123684e-05	0.43429618327407493	0.0	1546	340
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	stroma_fibroblast	WNT5A	FZD5	WNT	3	stdlib+commot+liana	1	1	1	2	1.0	0.097923513	0.0	4.261929140140763e-06	0.08164918924007109	1.0	1546	340
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	tumor_like	CCL2	CCR2	CCL chemokine	2	stdlib+commot	1	1	0	1	0.5	0.00017122866	0.0	4.183897350588844e-07	0.0	1.0	1546	1546
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	tumor_like	COL1A1	ITGA2	ECM-integrin	3	stdlib+commot+liana	1	1	1	2	1.0	8.5099887	0.0	0.0003117558615729285	0.6871192187883611	1.0	1546	1546
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	tumor_like	CXCL12	CXCR4	CXCL chemokine	2	stdlib+commot	1	1	0	1	0.5	0.040651486	0.0	7.81869138725624e-06	0.0	1.0	1546	1546
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	tumor_like	CXCL9	CXCR3	CXCL chemokine	1	stdlib	1	0	0	0	0.0	3.1542122e-05	0.0	0.0	0.0	1.0		
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	tumor_like	DLL4	NOTCH1	NOTCH	3	stdlib+commot+liana	1	1	1	2	1.0	0.58866971	0.0	9.237483773922553e-05	0.25619457529438616	0.12	1546	1546
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	tumor_like	EGF	EGFR	EGF/ERBB	2	stdlib+commot	1	1	0	1	0.5	0.00096879373	0.0	4.183897350588844e-07	0.0	1.0	1546	1546
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	tumor_like	HBEGF	EGFR	EGF/ERBB	3	stdlib+commot+liana	1	1	1	2	1.0	0.30129485	0.0	8.236260381450303e-05	0.13166365960375956	0.0	1546	1546
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	tumor_like	JAG1	NOTCH2	NOTCH	3	stdlib+commot+liana	1	1	1	2	1.0	1.0956868	0.0	0.0002107221161238869	0.24081627165419786	1.0	1546	1546
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	tumor_like	MIF	CD74	MIF	3	stdlib+commot+liana	1	1	1	2	1.0	189.12403	0.0	0.0008749627294521292	1.7774684942136483	0.99	1546	1546
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	tumor_like	SPP1	CD44	SPP1	3	stdlib+commot+liana	1	1	1	2	1.0	2.9088153	0.0	8.341397848390208e-05	0.6272288935291158	0.0	1546	1546
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	tumor_like	SPP1	ITGAV	SPP1	3	stdlib+commot+liana	1	1	1	2	1.0	0.58625269	0.0	4.754100070286626e-05	0.22266276055229722	1.0	1546	1546
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	tumor_like	TGFB1	TGFBR1	TGFB	3	stdlib+commot+liana	1	1	1	2	1.0	0.9164987	0.0	0.00011905205483598131	0.22920805048586285	1.0	1546	1546
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	tumor_like	TGFB1	TGFBR2	TGFB	3	stdlib+commot+liana	1	1	1	2	1.0	1.4638681	0.0	0.00013871049944372922	0.3181554433772112	0.99	1546	1546
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	tumor_like	VEGFA	KDR	VEGF	2	stdlib+commot	1	1	0	1	0.5	0.24203261	0.0	9.15324451021298e-06	0.0	1.0	1546	1546
GSE283052	GSM8655161_P09	colorectal cancer	tumor_like	tumor_like	WNT5A	FZD5	WNT	3	stdlib+commot+liana	1	1	1	2	1.0	0.37302794	0.0	9.864944058287655e-05	0.12743802612076247	0.44	1546	1546
GSE283052	GSM8655162_P10	colorectal cancer	ambiguous_or_low_signal	ambiguous_or_low_signal	CCL2	CCR2	CCL chemokine	1	commot	0	1	0	1	0.5	0.0	0.0	0.00026982729023005157	0.0	1.0	86	86
GSE283052	GSM8655162_P10	colorectal cancer	ambiguous_or_low_signal	ambiguous_or_low_signal	COL1A1	ITGA2	ECM-integrin	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.004448658401213488	1.3240843920068446	0.0	86	86
GSE283052	GSM8655162_P10	colorectal cancer	ambiguous_or_low_signal	ambiguous_or_low_signal	CXCL12	CXCR4	CXCL chemokine	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.00036575404846086584	0.07026944195480996	0.0	86	86
GSE283052	GSM8655162_P10	colorectal cancer	ambiguous_or_low_signal	ambiguous_or_low_signal	DLL4	NOTCH1	NOTCH	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.0010582920929217419	0.28455966420263207	0.05	86	86
GSE283052	GSM8655162_P10	colorectal cancer	ambiguous_or_low_signal	ambiguous_or_low_signal	HBEGF	EGFR	EGF/ERBB	1	commot	0	1	0	1	0.5	0.0	0.0	0.00013494547063043515	0.0	1.0	86	86
GSE283052	GSM8655162_P10	colorectal cancer	ambiguous_or_low_signal	ambiguous_or_low_signal	JAG1	NOTCH2	NOTCH	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.0017789187351308238	0.31104139376425455	0.01	86	86
GSE283052	GSM8655162_P10	colorectal cancer	ambiguous_or_low_signal	ambiguous_or_low_signal	MIF	CD74	MIF	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.01919970751963122	1.3406459145296612	0.95	86	86
GSE283052	GSM8655162_P10	colorectal cancer	ambiguous_or_low_signal	ambiguous_or_low_signal	SPP1	CD44	SPP1	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.0023140989149834736	0.5723197835670952	1.0	86	86
GSE283052	GSM8655162_P10	colorectal cancer	ambiguous_or_low_signal	ambiguous_or_low_signal	SPP1	ITGAV	SPP1	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.0014355865778228278	0.19235732666111346	0.34	86	86
GSE283052	GSM8655162_P10	colorectal cancer	ambiguous_or_low_signal	ambiguous_or_low_signal	TGFB1	TGFBR1	TGFB	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.0009578764481254158	0.171843378800306	0.0	86	86
GSE283052	GSM8655162_P10	colorectal cancer	ambiguous_or_low_signal	ambiguous_or_low_signal	TGFB1	TGFBR2	TGFB	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.0018475772103173649	0.2735458774236308	0.0	86	86
GSE283052	GSM8655162_P10	colorectal cancer	ambiguous_or_low_signal	ambiguous_or_low_signal	VEGFA	KDR	VEGF	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.0003226117391945231	0.2217402193273733	0.6	86	86
GSE283052	GSM8655162_P10	colorectal cancer	ambiguous_or_low_signal	ambiguous_or_low_signal	WNT5A	FZD5	WNT	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.001643191787596552	0.18983815355837896	0.41	86	86
GSE283052	GSM8655162_P10	colorectal cancer	ambiguous_or_low_signal	stroma_fibroblast	CCL2	CCR2	CCL chemokine	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.00028862972271881507	0.2690348291089966	0.0	86	26
GSE283052	GSM8655162_P10	colorectal cancer	ambiguous_or_low_signal	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	2	commot+liana	0	1	1	2	1.0	0.0	0.0	2.973959193423349e-06	1.4103844562394512	0.0	86	26
GSE283052	GSM8655162_P10	colorectal cancer	ambiguous_or_low_signal	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.0005700091590787769	0.0768938947179243	0.03	86	26
GSE283052	GSM8655162_P10	colorectal cancer	ambiguous_or_low_signal	stroma_fibroblast	DLL4	NOTCH1	NOTCH	2	commot+liana	0	1	1	2	1.0	0.0	0.0	1.0943868422913983e-08	0.2952885664879782	0.21	86	26
