dataset	sample_id	cancer	sender_compartment	receiver_compartment	ligand	receptor	pathway	method_support_count	method_support_label	stdlib_supported	commot_supported	liana_supported	external_method_support_count	external_method_support_fraction	stdlib_pilot_score	stdlib_adjacency_enrichment	commot_mean_score	liana_lr_means	liana_cellphone_pvals	sender_spots	receiver_spots
GSE283052	GSM8655157_P02	colorectal cancer	tumor_like	tumor_like	SPP1	CD44	SPP1	3	stdlib+commot+liana	1	1	1	2	1.0	17.326882	0.0	0.0002397790367339351	0.7242413512699195	1.0	2713	2713
GSE283052	GSM8655157_P02	colorectal cancer	tumor_like	tumor_like	SPP1	ITGAV	SPP1	3	stdlib+commot+liana	1	1	1	2	1.0	4.6154804	0.0	0.00014732890929906092	0.3380133071254424	1.0	2713	2713
GSE283052	GSM8655157_P02	colorectal cancer	tumor_like	tumor_like	TGFB1	TGFBR1	TGFB	3	stdlib+commot+liana	1	1	1	2	1.0	0.26843675	0.0	2.6123697875204105e-05	0.11412153336340647	1.0	2713	2713
GSE283052	GSM8655157_P02	colorectal cancer	tumor_like	tumor_like	TGFB1	TGFBR2	TGFB	3	stdlib+commot+liana	1	1	1	2	1.0	0.8110662	0.0	3.862501139509207e-05	0.2674610139969811	1.0	2713	2713
GSE283052	GSM8655157_P02	colorectal cancer	tumor_like	tumor_like	VEGFA	KDR	VEGF	2	stdlib+commot	1	1	0	1	0.5	0.44109784	0.0	1.236861550616691e-05	0.0	1.0	2713	2713
GSE283052	GSM8655157_P02	colorectal cancer	tumor_like	tumor_like	WNT5A	FZD5	WNT	3	stdlib+commot+liana	1	1	1	2	1.0	0.88690801	0.0	7.668280977090545e-05	0.2042280690375913	1.0	2713	2713
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	ambiguous_or_low_signal	CCL2	CCR2	CCL chemokine	1	commot	0	1	0	1	0.5	0.0	0.0	4.203311892872189e-05	0.0	1.0	525	525
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	ambiguous_or_low_signal	COL1A1	ITGA2	ECM-integrin	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.0021898556536393545	1.6163948455657888	0.0	525	525
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	ambiguous_or_low_signal	CXCL12	CXCR4	CXCL chemokine	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.00023320088176577154	0.2867136571590178	0.66	525	525
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	ambiguous_or_low_signal	CXCL9	CXCR3	CXCL chemokine	1	commot	0	1	0	1	0.5	0.0	0.0	5.669356134227548e-05	0.0	1.0	525	525
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	ambiguous_or_low_signal	DLL4	NOTCH1	NOTCH	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.0003655694810711513	0.17915904422264908	0.95	525	525
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	ambiguous_or_low_signal	EGF	EGFR	EGF/ERBB	1	commot	0	1	0	1	0.5	0.0	0.0	3.0109325414924493e-06	0.0	1.0	525	525
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	ambiguous_or_low_signal	HBEGF	EGFR	EGF/ERBB	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.00037827534460794024	0.145435818031213	1.0	525	525
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	ambiguous_or_low_signal	JAG1	NOTCH2	NOTCH	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.0007802149529194228	0.2610750074898169	0.99	525	525
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	ambiguous_or_low_signal	MIF	CD74	MIF	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.007244306605608719	1.776038633760859	1.0	525	525
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	ambiguous_or_low_signal	SPP1	CD44	SPP1	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.0060686999225206375	1.171590611158353	0.64	525	525
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	ambiguous_or_low_signal	SPP1	ITGAV	SPP1	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.002375287118457006	0.7692452596969744	0.63	525	525
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	ambiguous_or_low_signal	TGFB1	TGFBR1	TGFB	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.0005954023257627063	0.23928836149877994	0.97	525	525
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	ambiguous_or_low_signal	TGFB1	TGFBR2	TGFB	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.0005412539297490354	0.22912855055341586	1.0	525	525
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	ambiguous_or_low_signal	VEGFA	KDR	VEGF	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.00014906966487917384	0.23985967717575896	1.0	525	525
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	ambiguous_or_low_signal	WNT5A	FZD5	WNT	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.0007945437709288595	0.25828987895419847	0.76	525	525
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	immune	COL1A1	ITGA2	ECM-integrin	2	commot+liana	0	1	1	2	1.0	0.0	0.0	1.63539428299732e-05	1.591354334605165	0.26	525	3
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	immune	CXCL12	CXCR4	CXCL chemokine	2	commot+liana	0	1	1	2	1.0	0.0	0.0	1.2594751717606888e-05	1.0118531861750062	0.0	525	3
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	immune	DLL4	NOTCH1	NOTCH	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.00032123277587986835	0.16878086842979712	0.44	525	3
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	immune	JAG1	NOTCH2	NOTCH	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.0008197994853587553	0.30585502399282316	0.32	525	3
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	immune	MIF	CD74	MIF	2	commot+liana	0	1	1	2	1.0	0.0	0.0	4.6701722338282246e-05	1.941932297496405	0.36	525	3
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	immune	SPP1	CD44	SPP1	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.00032172219987780905	0.9556057210788405	0.91	525	3
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	immune	SPP1	ITGAV	SPP1	2	commot+liana	0	1	1	2	1.0	0.0	0.0	2.0870067637346904e-05	0.5874814497949322	0.94	525	3
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	immune	TGFB1	TGFBR1	TGFB	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.00024804972766630907	0.24343481160229236	0.48	525	3
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	immune	TGFB1	TGFBR2	TGFB	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.00014839033002949338	0.1458782190424438	0.74	525	3
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	immune	VEGFA	KDR	VEGF	2	commot+liana	0	1	1	2	1.0	0.0	0.0	5.027635872967486e-07	0.27427444477740504	0.4	525	3
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	immune	WNT5A	FZD5	WNT	1	liana	0	0	1	1	0.5	0.0	0.0	0.0	0.1971766472497131	0.73		
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	stroma_fibroblast	CCL2	CCR2	CCL chemokine	2	commot+liana	0	1	1	2	1.0	0.0	0.0	4.1415285381797176e-06	0.23665945077812944	0.45	525	557
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	2	commot+liana	0	1	1	2	1.0	0.0	0.0	8.135270506742662e-07	1.546390999406914	0.0	525	557
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	2	commot+liana	0	1	1	2	1.0	0.0	0.0	3.465953672580531e-05	0.35876663869556497	0.0	525	557
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	stroma_fibroblast	CXCL9	CXCR3	CXCL chemokine	2	commot+liana	0	1	1	2	1.0	0.0	0.0	4.050833826900013e-06	0.05179803854284835	0.34	525	557
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	stroma_fibroblast	DLL4	NOTCH1	NOTCH	2	commot+liana	0	1	1	2	1.0	0.0	0.0	2.0938165093536323e-05	0.16926679485417184	1.0	525	557
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	stroma_fibroblast	EGF	EGFR	EGF/ERBB	1	commot	0	1	0	1	0.5	0.0	0.0	1.001923294498891e-06	0.0	1.0	525	557
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	stroma_fibroblast	HBEGF	EGFR	EGF/ERBB	2	commot+liana	0	1	1	2	1.0	0.0	0.0	6.410447446569347e-05	0.12751439140552337	1.0	525	557
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	stroma_fibroblast	JAG1	NOTCH2	NOTCH	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.00011380526249307125	0.2734956091877044	0.9	525	557
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	stroma_fibroblast	MIF	CD74	MIF	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.00042717289340936463	2.357817871164471	0.0	525	557
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	stroma_fibroblast	SPP1	CD44	SPP1	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.0007483026536793464	1.0922539721514166	1.0	525	557
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	stroma_fibroblast	SPP1	ITGAV	SPP1	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.0004238829547784466	0.8620676659997142	0.0	525	557
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	stroma_fibroblast	TGFB1	TGFBR1	TGFB	2	commot+liana	0	1	1	2	1.0	0.0	0.0	4.2254078980112434e-05	0.25733863733923573	0.6	525	557
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	stroma_fibroblast	TGFB1	TGFBR2	TGFB	2	commot+liana	0	1	1	2	1.0	0.0	0.0	7.920448015922421e-05	0.3500024887454166	0.0	525	557
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	stroma_fibroblast	VEGFA	KDR	VEGF	2	commot+liana	0	1	1	2	1.0	0.0	0.0	3.3501488505286823e-05	0.26372903917324486	0.97	525	557
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	stroma_fibroblast	WNT5A	FZD5	WNT	2	commot+liana	0	1	1	2	1.0	0.0	0.0	8.77024767817134e-05	0.19893793107918206	1.0	525	557
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	tumor_like	CCL2	CCR2	CCL chemokine	1	commot	0	1	0	1	0.5	0.0	0.0	9.912403850995041e-07	0.0	1.0	525	1145
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	tumor_like	COL1A1	ITGA2	ECM-integrin	2	commot+liana	0	1	1	2	1.0	0.0	0.0	7.985148634654188e-06	1.6696714949665596	0.0	525	1145
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	tumor_like	CXCL12	CXCR4	CXCL chemokine	2	commot+liana	0	1	1	2	1.0	0.0	0.0	2.289914495128581e-05	0.220635185676159	1.0	525	1145
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	tumor_like	CXCL9	CXCR3	CXCL chemokine	1	commot	0	1	0	1	0.5	0.0	0.0	9.841400434820837e-06	0.0	1.0	525	1145
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	tumor_like	DLL4	NOTCH1	NOTCH	2	commot+liana	0	1	1	2	1.0	0.0	0.0	2.2642756881839255e-05	0.21245255617581932	0.03	525	1145
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	tumor_like	EGF	EGFR	EGF/ERBB	1	commot	0	1	0	1	0.5	0.0	0.0	1.4591254689424825e-06	0.0	1.0	525	1145
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	tumor_like	HBEGF	EGFR	EGF/ERBB	2	commot+liana	0	1	1	2	1.0	0.0	0.0	6.922789649725009e-05	0.1580583201961255	1.0	525	1145
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	tumor_like	JAG1	NOTCH2	NOTCH	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.00010330959547452098	0.24852490810532063	1.0	525	1145
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	tumor_like	MIF	CD74	MIF	2	commot+liana	0	1	1	2	1.0	0.0	0.0	3.895188762293299e-05	1.5806674213259633	1.0	525	1145
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	tumor_like	SPP1	CD44	SPP1	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.0009262251630472557	1.2402223515274249	0.0	525	1145
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	tumor_like	SPP1	ITGAV	SPP1	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.0001910392822060044	0.7530058166828217	0.89	525	1145
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	tumor_like	TGFB1	TGFBR1	TGFB	2	commot+liana	0	1	1	2	1.0	0.0	0.0	4.322168057987043e-05	0.24335109438346564	0.99	525	1145
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	tumor_like	TGFB1	TGFBR2	TGFB	2	commot+liana	0	1	1	2	1.0	0.0	0.0	4.663015964238757e-05	0.2160330414389173	1.0	525	1145
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	tumor_like	VEGFA	KDR	VEGF	2	commot+liana	0	1	1	2	1.0	0.0	0.0	3.377774334917185e-06	0.229227214866053	1.0	525	1145
GSE283052	GSM8655158_P04	colorectal cancer	ambiguous_or_low_signal	tumor_like	WNT5A	FZD5	WNT	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.00032881092125146554	0.3273176966919949	0.0	525	1145
GSE283052	GSM8655158_P04	colorectal cancer	immune	ambiguous_or_low_signal	CCL2	CCR2	CCL chemokine	1	commot	0	1	0	1	0.5	0.0	0.0	1.772052503529628e-05	0.0	1.0	3	525
GSE283052	GSM8655158_P04	colorectal cancer	immune	ambiguous_or_low_signal	COL1A1	ITGA2	ECM-integrin	2	commot+liana	0	1	1	2	1.0	0.0	0.0	6.12224824037275e-05	0.0	1.0	3	525
GSE283052	GSM8655158_P04	colorectal cancer	immune	ambiguous_or_low_signal	CXCL12	CXCR4	CXCL chemokine	2	commot+liana	0	1	1	2	1.0	0.0	0.0	7.984766771487268e-07	0.0	1.0	3	525
GSE283052	GSM8655158_P04	colorectal cancer	immune	ambiguous_or_low_signal	DLL4	NOTCH1	NOTCH	2	commot+liana	0	1	1	2	1.0	0.0	0.0	2.3843753385072043e-06	0.0	1.0	3	525
GSE283052	GSM8655158_P04	colorectal cancer	immune	ambiguous_or_low_signal	HBEGF	EGFR	EGF/ERBB	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.001269841695899626	0.0	1.0	3	525
GSE283052	GSM8655158_P04	colorectal cancer	immune	ambiguous_or_low_signal	JAG1	NOTCH2	NOTCH	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.00016249478856684467	0.0	1.0	3	525
GSE283052	GSM8655158_P04	colorectal cancer	immune	ambiguous_or_low_signal	MIF	CD74	MIF	2	commot+liana	0	1	1	2	1.0	0.0	0.0	3.435952938203546e-05	0.0	1.0	3	525
GSE283052	GSM8655158_P04	colorectal cancer	immune	ambiguous_or_low_signal	SPP1	CD44	SPP1	2	commot+liana	0	1	1	2	1.0	0.0	0.0	5.387214647665307e-06	0.0	1.0	3	525
GSE283052	GSM8655158_P04	colorectal cancer	immune	ambiguous_or_low_signal	SPP1	ITGAV	SPP1	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.0005123956834811318	0.0	1.0	3	525
GSE283052	GSM8655158_P04	colorectal cancer	immune	ambiguous_or_low_signal	TGFB1	TGFBR1	TGFB	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.00010814962301722082	0.0	1.0	3	525
GSE283052	GSM8655158_P04	colorectal cancer	immune	ambiguous_or_low_signal	TGFB1	TGFBR2	TGFB	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.0009482779583115553	0.0	1.0	3	525
GSE283052	GSM8655158_P04	colorectal cancer	immune	ambiguous_or_low_signal	VEGFA	KDR	VEGF	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.00013923724944072568	0.0	1.0	3	525
GSE283052	GSM8655158_P04	colorectal cancer	immune	immune	COL1A1	ITGA2	ECM-integrin	3	stdlib+commot+liana	1	1	1	2	1.0	0.150902	0.0	0.65078305431655	0.0	1.0	3	3
GSE283052	GSM8655158_P04	colorectal cancer	immune	immune	CXCL12	CXCR4	CXCL chemokine	3	stdlib+commot+liana	1	1	1	2	1.0	0.04915747	0.0	0.11095812505667409	0.0	1.0	3	3
GSE283052	GSM8655158_P04	colorectal cancer	immune	immune	DLL4	NOTCH1	NOTCH	3	stdlib+commot+liana	1	1	1	2	1.0	0.0057159849	0.0	0.1106911531677759	0.0	1.0	3	3
GSE283052	GSM8655158_P04	colorectal cancer	immune	immune	HBEGF	EGFR	EGF/ERBB	1	stdlib	1	0	0	0	0.0	0.0022863939	0.0	0.0	0.0	1.0		
GSE283052	GSM8655158_P04	colorectal cancer	immune	immune	JAG1	NOTCH2	NOTCH	3	stdlib+commot+liana	1	1	1	2	1.0	0.0057159849	0.0	0.08267292829859003	0.0	1.0	3	3
GSE283052	GSM8655158_P04	colorectal cancer	immune	immune	MIF	CD74	MIF	3	stdlib+commot+liana	1	1	1	2	1.0	19.855045	0.0	1.4420215954502662	0.0	1.0	3	3
GSE283052	GSM8655158_P04	colorectal cancer	immune	immune	SPP1	CD44	SPP1	3	stdlib+commot+liana	1	1	1	2	1.0	0.2652217	0.0	0.42665582207961394	0.0	1.0	3	3
GSE283052	GSM8655158_P04	colorectal cancer	immune	immune	SPP1	ITGAV	SPP1	3	stdlib+commot+liana	1	1	1	2	1.0	0.027436727	0.0	0.12535799738273157	0.0	1.0	3	3
GSE283052	GSM8655158_P04	colorectal cancer	immune	immune	TGFB1	TGFBR1	TGFB	3	stdlib+commot+liana	1	1	1	2	1.0	0.01143197	0.0	0.1106135167094845	0.0	1.0	3	3
GSE283052	GSM8655158_P04	colorectal cancer	immune	immune	TGFB1	TGFBR2	TGFB	2	stdlib+liana	1	0	1	1	0.5	0.0068591818	0.0	0.0	0.0	1.0		
GSE283052	GSM8655158_P04	colorectal cancer	immune	immune	VEGFA	KDR	VEGF	3	stdlib+commot+liana	1	1	1	2	1.0	0.0057159849	0.0	0.11102263999195972	0.0	1.0	3	3
GSE283052	GSM8655158_P04	colorectal cancer	immune	stroma_fibroblast	CCL2	CCR2	CCL chemokine	2	stdlib+liana	1	0	1	1	0.5	0.004964618	0.0	0.0	0.0	1.0		
GSE283052	GSM8655158_P04	colorectal cancer	immune	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	3	stdlib+commot+liana	1	1	1	2	1.0	0.33511172	0.0	2.963969729051099e-08	0.0	1.0	3	557
GSE283052	GSM8655158_P04	colorectal cancer	immune	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	3	stdlib+commot+liana	1	1	1	2	1.0	0.029336379	0.0	7.137890251136987e-08	0.0	1.0	3	557
GSE283052	GSM8655158_P04	colorectal cancer	immune	stroma_fibroblast	DLL4	NOTCH1	NOTCH	3	stdlib+commot+liana	1	1	1	2	1.0	0.016511116	0.0	1.45004978253219e-08	0.0	1.0	3	557
GSE283052	GSM8655158_P04	colorectal cancer	immune	stroma_fibroblast	HBEGF	EGFR	EGF/ERBB	2	stdlib+liana	1	0	1	1	0.5	0.012486767	0.0	0.0	0.0	1.0		
GSE283052	GSM8655158_P04	colorectal cancer	immune	stroma_fibroblast	JAG1	NOTCH2	NOTCH	3	stdlib+commot+liana	1	1	1	2	1.0	0.017075277	0.0	8.589658831016032e-09	0.0	1.0	3	557
GSE283052	GSM8655158_P04	colorectal cancer	immune	stroma_fibroblast	MIF	CD74	MIF	3	stdlib+commot+liana	1	1	1	2	1.0	27.783507	0.0	0.0018043337142645732	0.0	1.0	3	557
GSE283052	GSM8655158_P04	colorectal cancer	immune	stroma_fibroblast	SPP1	CD44	SPP1	3	stdlib+commot+liana	1	1	1	2	1.0	0.75161308	0.0	3.426853879198934e-07	0.0	1.0	3	557
GSE283052	GSM8655158_P04	colorectal cancer	immune	stroma_fibroblast	SPP1	ITGAV	SPP1	3	stdlib+commot+liana	1	1	1	2	1.0	0.4022845	0.0	4.115417575644012e-06	0.0	1.0	3	557
GSE283052	GSM8655158_P04	colorectal cancer	immune	stroma_fibroblast	TGFB1	TGFBR1	TGFB	2	stdlib+liana	1	0	1	1	0.5	0.04407979	0.0	0.0	0.0	1.0		
GSE283052	GSM8655158_P04	colorectal cancer	immune	stroma_fibroblast	TGFB1	TGFBR2	TGFB	3	stdlib+commot+liana	1	1	1	2	1.0	0.051000167	0.0	2.856662516506262e-84	0.0	1.0	3	557
GSE283052	GSM8655158_P04	colorectal cancer	immune	stroma_fibroblast	VEGFA	KDR	VEGF	2	stdlib+liana	1	0	1	1	0.5	0.020309801	0.0	0.0	0.0	1.0		
GSE283052	GSM8655158_P04	colorectal cancer	immune	tumor_like	COL1A1	ITGA2	ECM-integrin	2	commot+liana	0	1	1	2	1.0	0.0	0.0	5.053368149616983e-10	0.0	1.0	3	1145
GSE283052	GSM8655158_P04	colorectal cancer	immune	tumor_like	CXCL12	CXCR4	CXCL chemokine	1	liana	0	0	1	1	0.5	0.0	0.0	0.0	0.0	1.0		
GSE283052	GSM8655158_P04	colorectal cancer	immune	tumor_like	DLL4	NOTCH1	NOTCH	1	liana	0	0	1	1	0.5	0.0	0.0	0.0	0.0	1.0		
GSE283052	GSM8655158_P04	colorectal cancer	immune	tumor_like	HBEGF	EGFR	EGF/ERBB	1	liana	0	0	1	1	0.5	0.0	0.0	0.0	0.0	1.0		
GSE283052	GSM8655158_P04	colorectal cancer	immune	tumor_like	JAG1	NOTCH2	NOTCH	1	liana	0	0	1	1	0.5	0.0	0.0	0.0	0.0	1.0		
GSE283052	GSM8655158_P04	colorectal cancer	immune	tumor_like	MIF	CD74	MIF	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.0005572105327655518	0.0	1.0	3	1145
GSE283052	GSM8655158_P04	colorectal cancer	immune	tumor_like	SPP1	CD44	SPP1	1	liana	0	0	1	1	0.5	0.0	0.0	0.0	0.0	1.0		
GSE283052	GSM8655158_P04	colorectal cancer	immune	tumor_like	SPP1	ITGAV	SPP1	1	liana	0	0	1	1	0.5	0.0	0.0	0.0	0.0	1.0		
GSE283052	GSM8655158_P04	colorectal cancer	immune	tumor_like	TGFB1	TGFBR1	TGFB	1	liana	0	0	1	1	0.5	0.0	0.0	0.0	0.0	1.0		
GSE283052	GSM8655158_P04	colorectal cancer	immune	tumor_like	TGFB1	TGFBR2	TGFB	1	liana	0	0	1	1	0.5	0.0	0.0	0.0	0.0	1.0		
GSE283052	GSM8655158_P04	colorectal cancer	immune	tumor_like	VEGFA	KDR	VEGF	1	liana	0	0	1	1	0.5	0.0	0.0	0.0	0.0	1.0		
GSE283052	GSM8655158_P04	colorectal cancer	stroma_fibroblast	ambiguous_or_low_signal	CCL2	CCR2	CCL chemokine	1	commot	0	1	0	1	0.5	0.0	0.0	1.2550711519631672e-06	0.0	1.0	557	525
GSE283052	GSM8655158_P04	colorectal cancer	stroma_fibroblast	ambiguous_or_low_signal	COL1A1	ITGA2	ECM-integrin	2	commot+liana	0	1	1	2	1.0	0.0	0.0	6.711388063212235e-06	1.7685909549414307	0.0	557	525
GSE283052	GSM8655158_P04	colorectal cancer	stroma_fibroblast	ambiguous_or_low_signal	CXCL12	CXCR4	CXCL chemokine	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.00013906172996209164	0.4692649172533746	0.0	557	525
GSE283052	GSM8655158_P04	colorectal cancer	stroma_fibroblast	ambiguous_or_low_signal	CXCL9	CXCR3	CXCL chemokine	1	commot	0	1	0	1	0.5	0.0	0.0	8.129517239289437e-06	0.0	1.0	557	525
GSE283052	GSM8655158_P04	colorectal cancer	stroma_fibroblast	ambiguous_or_low_signal	DLL4	NOTCH1	NOTCH	2	commot+liana	0	1	1	2	1.0	0.0	0.0	4.4017244360300815e-05	0.19780319690201573	0.43	557	525
GSE283052	GSM8655158_P04	colorectal cancer	stroma_fibroblast	ambiguous_or_low_signal	EGF	EGFR	EGF/ERBB	1	commot	0	1	0	1	0.5	0.0	0.0	5.667953467268025e-07	0.0	1.0	557	525
GSE283052	GSM8655158_P04	colorectal cancer	stroma_fibroblast	ambiguous_or_low_signal	HBEGF	EGFR	EGF/ERBB	2	commot+liana	0	1	1	2	1.0	0.0	0.0	4.19297307680469e-05	0.14585130823492007	1.0	557	525
GSE283052	GSM8655158_P04	colorectal cancer	stroma_fibroblast	ambiguous_or_low_signal	JAG1	NOTCH2	NOTCH	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.00019823779992853458	0.3440494892831939	0.0	557	525
GSE283052	GSM8655158_P04	colorectal cancer	stroma_fibroblast	ambiguous_or_low_signal	MIF	CD74	MIF	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.00012301294985474963	1.640211392239927	1.0	557	525
GSE283052	GSM8655158_P04	colorectal cancer	stroma_fibroblast	ambiguous_or_low_signal	SPP1	CD44	SPP1	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.0009155489235008204	1.0958706695070493	1.0	557	525
GSE283052	GSM8655158_P04	colorectal cancer	stroma_fibroblast	ambiguous_or_low_signal	SPP1	ITGAV	SPP1	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.00022728571799653614	0.693534704255046	1.0	557	525
GSE283052	GSM8655158_P04	colorectal cancer	stroma_fibroblast	ambiguous_or_low_signal	TGFB1	TGFBR1	TGFB	2	commot+liana	0	1	1	2	1.0	0.0	0.0	6.278954280199652e-05	0.3377235145073795	0.0	557	525
GSE283052	GSM8655158_P04	colorectal cancer	stroma_fibroblast	ambiguous_or_low_signal	TGFB1	TGFBR2	TGFB	2	commot+liana	0	1	1	2	1.0	0.0	0.0	8.101697268100106e-05	0.3275639226669324	0.0	557	525
GSE283052	GSM8655158_P04	colorectal cancer	stroma_fibroblast	ambiguous_or_low_signal	VEGFA	KDR	VEGF	2	commot+liana	0	1	1	2	1.0	0.0	0.0	6.54815030590483e-06	0.19278520852059855	1.0	557	525
GSE283052	GSM8655158_P04	colorectal cancer	stroma_fibroblast	ambiguous_or_low_signal	WNT5A	FZD5	WNT	2	commot+liana	0	1	1	2	1.0	0.0	0.0	0.0004786753688390679	0.25292360106620304	0.93	557	525
